date,code,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg
2022-01-04,sz.300438,48.06,49.98,46.05,47.3,47.24,17137085,820835225.81,5.1988,1,0.127
2022-01-05,sz.300438,47.3,47.5,44.15,44.31,47.3,11487906,519520591.78,3.485,1,-6.3214
2022-01-06,sz.300438,44.31,44.69,41.6,41.91,44.31,23123522,982280813.42,7.0148,1,-5.4164
2022-01-07,sz.300438,41.91,42.48,40.27,40.6,41.91,13697546,561361665.14,4.1553,1,-3.1257
2022-01-10,sz.300438,40.29,41.28,39.99,40.23,40.6,8374586,338662407.0,2.5405,1,-0.9113
2022-01-11,sz.300438,40.13,40.56,38.55,39.05,40.23,10165789,399423899.83,3.0839,1,-2.9331
2022-01-12,sz.300438,40.7,41.65,39.66,41.26,39.05,17629061,717637731.22,5.348,1,5.6594
2022-01-13,sz.300438,41.05,41.7,39.36,40.17,41.26,12765262,517197833.26,3.8725,1,-2.6418
2022-01-14,sz.300438,40.18,43.8,39.52,42.35,40.17,16528448,700276211.62,5.0141,1,5.4269
2022-01-17,sz.300438,41.38,44.76,41.25,44.44,42.35,17401853,758761285.02,5.2791,1,4.9351
2022-01-18,sz.300438,44.33,45.85,43.52,44.7,44.44,15221453,681850711.84,4.6176,1,0.5851
2022-01-19,sz.300438,44.6,44.92,42.57,43.0,44.7,12220227,531831430.53,3.7071,1,-3.8031
2022-01-20,sz.300438,43.02,43.47,40.8,41.08,43.0,11464458,478417268.56,3.4779,1,-4.4651
2022-01-21,sz.300438,41.07,42.3,40.2,41.47,41.08,7054926,293173050.51,2.1402,1,0.9494
2022-01-24,sz.300438,41.15,45.57,41.0,44.76,41.47,17005763,739723032.42,5.1589,1,7.9334
2022-01-25,sz.300438,45.01,45.54,41.86,41.94,44.76,11671803,508033014.38,3.5408,1,-6.3003
2022-01-26,sz.300438,42.85,44.37,42.2,44.01,41.94,12803718,557881529.18,3.8842,1,4.9356
2022-01-27,sz.300438,44.0,44.88,41.51,41.74,44.01,10123518,437415338.73,3.0711,1,-5.1579
2022-01-28,sz.300438,42.1,42.96,38.86,39.32,41.74,11843174,475702510.26,3.5928,1,-5.7978
2022-02-07,sz.300438,40.59,41.75,39.71,40.04,39.32,8705518,352794816.55,2.6409,1,1.8311
2022-02-08,sz.300438,39.55,39.98,36.8,37.08,40.04,11817285,442664155.48,3.5849,1,-7.3926
2022-02-09,sz.300438,37.08,37.7,35.66,37.57,37.08,12160042,445785761.36,3.6889,1,1.3215
2022-02-10,sz.300438,37.4,37.73,35.6,36.14,37.57,8198392,297472802.56,2.4871,1,-3.8062
2022-02-11,sz.300438,35.99,37.42,35.42,35.81,36.14,7977612,289554165.35,2.4201,1,-0.9131
2022-02-14,sz.300438,35.26,36.69,34.91,35.87,35.81,6498277,234054173.16,1.9713,1,0.1676
2022-02-15,sz.300438,36.34,37.95,35.7,37.66,35.87,10028782,371584559.54,3.0423,1,4.9902
2022-02-16,sz.300438,37.81,38.45,36.76,38.05,37.66,8555267,324078780.41,2.5953,1,1.0356
2022-02-17,sz.300438,37.88,43.75,37.45,42.89,38.05,21167934,879676834.83,6.4215,1,12.7201
2022-02-18,sz.300438,42.0,43.19,41.18,41.77,42.89,13590490,571376302.78,4.1228,1,-2.6113
2022-02-21,sz.300438,41.59,43.7,41.35,43.3,41.77,18807158,802254877.59,5.7054,1,3.6629
2022-02-22,sz.300438,42.65,44.2,41.8,43.9,43.3,16546104,714533283.04,5.0195,1,1.3857
2022-02-23,sz.300438,43.9,48.3,43.5,45.6,43.9,26155810,1202875379.4,7.9347,1,3.8724
2022-02-24,sz.300438,45.08,47.85,43.68,44.8,45.6,22775361,1038966459.98,6.9092,1,-1.7544
2022-02-25,sz.300438,45.5,46.67,45.11,45.54,44.8,15114895,694225226.87,4.5853,1,1.6518
2022-02-28,sz.300438,45.0,46.08,43.4,45.68,45.54,14044724,628789776.0,4.2606,1,0.3074
2022-03-01,sz.300438,46.6,47.1,44.73,45.38,45.68,10992029,504582112.0,3.3346,1,-0.6567
2022-03-02,sz.300438,45.38,45.6,42.0,43.85,45.38,13477060,583116208.0,4.0884,1,-3.3715
2022-03-03,sz.300438,43.85,44.0,41.32,41.78,43.85,10649149,449500448.0,3.2305,1,-4.7206
2022-03-04,sz.300438,41.7,42.68,40.67,40.92,41.78,9571642,398738176.0,2.9037,1,-2.0584
2022-03-07,sz.300438,41.0,41.38,38.62,39.07,40.92,8584309,339198112.0,2.6042,1,-4.521
2022-03-08,sz.300438,39.47,40.9,38.83,39.48,39.07,11964238,477524320.0,3.6295,1,1.0494
2022-03-09,sz.300438,39.55,42.18,39.55,42.08,39.48,17731611,723296528.0,5.3791,1,6.5856
2022-03-10,sz.300438,44.49,49.88,44.05,46.91,42.08,30099610,1415117344.0,9.1311,1,11.4781
2022-03-11,sz.300438,46.38,48.28,45.65,47.47,46.91,23174126,1088198928.0,7.0301,1,1.1938
2022-03-14,sz.300438,47.4,49.2,45.89,47.9,47.47,19095889,918059952.0,5.793,1,0.9058
