date,code,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg
2022-01-04,sz.002129,42.01,42.16,40.0,40.07,41.75,46026165,1870995349.25,1.5175,1,-4.024
2022-01-05,sz.002129,40.37,40.72,39.51,39.77,40.07,39238222,1573359477.17,1.2937,1,-0.7487
2022-01-06,sz.002129,39.51,40.1,38.85,39.08,39.77,33430540,1315508988.3,1.1023,1,-1.735
2022-01-07,sz.002129,39.08,39.48,37.7,37.74,39.08,46749474,1789821183.27,1.5414,1,-3.4289
2022-01-10,sz.002129,37.58,38.34,37.48,37.79,37.74,27967066,1059131725.94,0.9221,1,0.1325
2022-01-11,sz.002129,37.79,39.55,37.6,39.45,37.79,50606562,1959129698.81,1.6686,1,4.3927
2022-01-12,sz.002129,39.91,41.5,39.28,41.36,39.45,61968672,2527122607.32,2.0432,1,4.8416
2022-01-13,sz.002129,41.39,41.84,40.7,41.2,41.36,46059779,1902939001.82,1.5187,1,-0.3868
2022-01-14,sz.002129,40.72,42.15,40.72,40.84,41.2,33351370,1381497593.98,1.0996,1,-0.8738
2022-01-17,sz.002129,41.42,42.4,40.9,41.01,40.84,36145034,1503675821.94,1.1918,1,0.4163
2022-01-18,sz.002129,40.77,41.55,40.68,41.1,41.01,24308673,997015298.27,0.8015,1,0.2195
2022-01-19,sz.002129,41.05,41.2,40.6,40.78,41.1,26182943,1067059588.19,0.8633,1,-0.7786
2022-01-20,sz.002129,40.7,41.88,40.38,40.75,40.78,31357978,1280457298.92,1.0339,1,-0.0736
2022-01-21,sz.002129,40.62,41.25,40.28,40.91,40.75,27371109,1114983255.84,0.9025,1,0.3926
2022-01-24,sz.002129,40.83,41.85,40.54,41.72,40.91,36956087,1527848016.8,1.2185,1,1.98
2022-01-25,sz.002129,41.16,42.69,41.16,41.65,41.72,49928665,2103112688.99,1.6462,1,-0.1678
2022-01-26,sz.002129,42.2,43.57,41.36,43.38,41.65,62183644,2637221283.99,2.0503,1,4.1537
2022-01-27,sz.002129,43.0,43.6,42.48,42.6,43.38,49203627,2112140625.73,1.6223,1,-1.7981
2022-01-28,sz.002129,43.39,43.9,41.9,42.9,42.6,52507897,2257458755.66,1.7313,1,0.7042
2022-02-07,sz.002129,43.77,44.99,43.1,43.68,42.9,47357485,2086363304.01,1.5614,1,1.8182
2022-02-08,sz.002129,43.2,43.2,41.5,42.39,43.68,41376465,1749567744.69,1.3642,1,-2.9533
2022-02-09,sz.002129,42.05,42.88,42.0,42.5,42.39,27697567,1175172463.25,0.9132,1,0.2595
2022-02-10,sz.002129,42.81,44.19,42.3,43.4,42.5,47991917,2077573848.48,1.5824,1,2.1176
2022-02-11,sz.002129,43.0,44.12,42.13,42.31,43.4,38603431,1668754447.65,1.2728,1,-2.5115
2022-02-14,sz.002129,41.75,43.51,41.31,42.33,42.31,36772120,1563164189.31,1.2124,1,0.0473
2022-02-15,sz.002129,42.86,43.68,42.4,43.53,42.33,37311769,1614894650.92,1.2302,1,2.8349
2022-02-16,sz.002129,44.01,44.44,42.82,42.95,43.53,29959766,1299491997.88,0.9878,1,-1.3324
2022-02-17,sz.002129,42.8,44.02,42.6,43.41,42.95,35340562,1536684071.05,1.1652,1,1.071
2022-02-18,sz.002129,43.12,43.64,42.93,43.32,43.41,21084512,910014974.09,0.6952,1,-0.2073
2022-02-21,sz.002129,43.12,45.27,43.04,44.98,43.32,57325733,2546703699.72,1.8901,1,3.8319
2022-02-22,sz.002129,44.73,46.3,44.6,45.55,44.98,64003908,2917633053.11,2.1103,1,1.2672
2022-02-23,sz.002129,45.99,46.89,45.95,46.66,45.55,54244434,2525621613.19,1.7885,1,2.4369
2022-02-24,sz.002129,46.49,48.0,46.0,46.81,46.66,74571807,3507626221.66,2.4587,1,0.3215
2022-02-25,sz.002129,47.86,48.25,47.0,47.49,46.81,42171587,2013247785.39,1.3905,1,1.4527
2022-02-28,sz.002129,47.33,48.19,46.8,47.98,47.49,41458272,1971608144.0,1.3669,1,1.0318
2022-03-01,sz.002129,48.5,49.61,47.6,47.96,47.98,47042010,2267728976.0,1.551,1,-0.0417
2022-03-02,sz.002129,47.6,47.85,46.52,47.66,47.96,38201962,1802233184.0,1.2596,1,-0.6255
2022-03-03,sz.002129,47.91,48.02,46.29,46.67,47.66,27864875,1310530544.0,0.9187,1,-2.0772
2022-03-04,sz.002129,46.01,47.64,46.01,46.9,46.67,36567972,1714989024.0,1.2057,1,0.4928
