date,code,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg
2022-01-04,sh.600028,4.24,4.27,4.22,4.26,4.23,133339718,566609951.37,0.1395,1,0.7092
2022-01-05,sh.600028,4.27,4.3,4.25,4.28,4.26,149797818,641183080.27,0.1568,1,0.4695
2022-01-06,sh.600028,4.28,4.31,4.26,4.27,4.28,123649325,529402920.77,0.1294,1,-0.2336
2022-01-07,sh.600028,4.3,4.42,4.28,4.35,4.27,242168275,1052533658.86,0.2534,1,1.8735
2022-01-10,sh.600028,4.33,4.37,4.3,4.34,4.35,175182904,758579419.86,0.1833,1,-0.2299
2022-01-11,sh.600028,4.33,4.35,4.3,4.3,4.34,115552413,499307944.16,0.1209,1,-0.9217
2022-01-12,sh.600028,4.35,4.37,4.31,4.32,4.3,142507078,617912252.68,0.1491,1,0.4651
2022-01-13,sh.600028,4.35,4.41,4.34,4.37,4.32,255377092,1118794103.53,0.2672,1,1.1574
2022-01-14,sh.600028,4.36,4.36,4.25,4.25,4.37,205778466,882886150.77,0.2153,1,-2.746
2022-01-17,sh.600028,4.28,4.3,4.21,4.23,4.25,158774427,673429711.48,0.1662,1,-0.4706
2022-01-18,sh.600028,4.24,4.34,4.23,4.34,4.23,223752770,961324476.23,0.2342,1,2.6005
2022-01-19,sh.600028,4.35,4.37,4.31,4.34,4.34,136853238,593848975.46,0.1432,1,0.0
2022-01-20,sh.600028,4.3,4.36,4.29,4.35,4.34,141549303,613204725.4,0.1481,1,0.2304
2022-01-21,sh.600028,4.31,4.32,4.25,4.29,4.35,174260523,745239426.21,0.1824,1,-1.3793
2022-01-24,sh.600028,4.29,4.31,4.26,4.28,4.29,108255840,464033263.8,0.1133,1,-0.2331
2022-01-25,sh.600028,4.26,4.27,4.18,4.19,4.28,178430360,753116614.97,0.1867,1,-2.1028
2022-01-26,sh.600028,4.21,4.26,4.18,4.25,4.19,151337401,638377004.86,0.1584,1,1.432
2022-01-27,sh.600028,4.24,4.27,4.22,4.23,4.25,168069732,713732168.78,0.1759,1,-0.4706
2022-01-28,sh.600028,4.25,4.26,4.18,4.19,4.23,174000620,732503384.75,0.1821,1,-0.9456
2022-02-07,sh.600028,4.25,4.38,4.25,4.36,4.19,345857168,1497010469.15,0.3619,1,4.0573
2022-02-08,sh.600028,4.33,4.43,4.32,4.42,4.36,272179152,1192232931.41,0.2848,1,1.3761
2022-02-09,sh.600028,4.38,4.43,4.38,4.39,4.42,189094191,832249141.09,0.1979,1,-0.6787
2022-02-10,sh.600028,4.41,4.46,4.38,4.45,4.39,178386242,790349173.98,0.1867,1,1.3667
2022-02-11,sh.600028,4.44,4.61,4.42,4.5,4.45,306329472,1381637103.26,0.3206,1,1.1236
2022-02-14,sh.600028,4.58,4.59,4.41,4.44,4.5,307322656,1374732025.32,0.3216,1,-1.3333
2022-02-15,sh.600028,4.41,4.43,4.33,4.35,4.44,207664712,906578443.36,0.2173,1,-2.027
2022-02-16,sh.600028,4.31,4.37,4.29,4.35,4.35,137740446,597012584.41,0.1441,1,0.0
2022-02-17,sh.600028,4.33,4.38,4.32,4.35,4.35,125887122,547256386.79,0.1317,1,0.0
2022-02-18,sh.600028,4.33,4.38,4.32,4.38,4.35,104729777,456217700.01,0.1096,1,0.6897
2022-02-21,sh.600028,4.37,4.38,4.34,4.36,4.38,93679728,408097333.43,0.098,1,-0.4566
2022-02-22,sh.600028,4.4,4.42,4.34,4.4,4.36,193828263,849034132.09,0.2028,1,0.9174
2022-02-23,sh.600028,4.38,4.39,4.32,4.33,4.4,191024437,828411643.64,0.1999,1,-1.5909
2022-02-24,sh.600028,4.33,4.45,4.31,4.39,4.33,444079968,1949429649.04,0.4647,1,1.3857
2022-02-25,sh.600028,4.33,4.35,4.29,4.3,4.39,336436144,1453858453.27,0.3521,1,-2.0501
2022-02-28,sh.600028,4.34,4.36,4.31,4.33,4.3,175487911,760120496.0,0.1836,1,0.6977
2022-03-01,sh.600028,4.32,4.34,4.28,4.32,4.33,181403855,780832368.0,0.1898,1,-0.2309
2022-03-02,sh.600028,4.36,4.39,4.34,4.36,4.32,279224496,1218688832.0,0.2922,1,0.9259
2022-03-03,sh.600028,4.38,4.46,4.37,4.44,4.36,360681696,1595493712.0,0.3774,1,1.8349
2022-03-04,sh.600028,4.42,4.42,4.35,4.38,4.44,231600186,1013701056.0,0.2424,1,-1.3514
2022-03-07,sh.600028,4.43,4.45,4.32,4.35,4.38,262568717,1151995824.0,0.2748,1,-0.6849
2022-03-08,sh.600028,4.31,4.32,4.21,4.23,4.35,310873584,1325258448.0,0.3253,1,-2.7586
2022-03-09,sh.600028,4.24,4.25,4.05,4.14,4.23,270163648,1125292672.0,0.2827,1,-2.1277
2022-03-10,sh.600028,4.14,4.17,4.13,4.15,4.14,145890809,605686592.0,0.1527,1,0.2415
2022-03-11,sh.600028,4.12,4.17,4.07,4.15,4.15,162844941,668621840.0,0.1704,1,0.0
2022-03-14,sh.600028,4.13,4.19,4.11,4.11,4.15,148739420,617581232.0,0.1557,1,-0.9639
2022-03-15,sh.600028,4.1,4.11,3.97,3.98,4.11,287309776,1158303520.0,0.3007,1,-3.163
2022-03-16,sh.600028,4.02,4.07,3.96,4.06,3.98,176310355,706802672.0,0.1845,1,2.0101
2022-03-17,sh.600028,4.08,4.11,4.05,4.08,4.06,160428998,654523472.0,0.1679,1,0.4926
2022-03-18,sh.600028,4.1,4.14,4.09,4.13,4.08,152767963,628992799.41,0.1599,1,1.2255
2022-03-21,sh.600028,4.15,4.15,4.09,4.11,4.13,108018446,444151182.1,0.113,1,-0.4843
2022-03-22,sh.600028,4.13,4.16,4.11,4.15,4.11,110999231,459569655.56,0.1162,1,0.9732
2022-03-23,sh.600028,4.14,4.15,4.11,4.13,4.15,94522371,390490372.22,0.0989,1,-0.4819
2022-03-24,sh.600028,4.15,4.17,4.14,4.15,4.13,110856311,460715538.79,0.116,1,0.4843
2022-03-25,sh.600028,4.14,4.18,4.13,4.16,4.15,98408555,409148870.34,0.103,1,0.241
2022-03-28,sh.600028,4.25,4.31,4.21,4.29,4.16,261976577,1117883496.13,0.2742,1,3.125
2022-03-29,sh.600028,4.26,4.34,4.25,4.33,4.29,152668301,655934826.41,0.1598,1,0.9324
2022-03-30,sh.600028,4.31,4.33,4.28,4.32,4.33,132336913,569145409.54,0.1385,1,-0.2309
2022-03-31,sh.600028,4.31,4.35,4.3,4.32,4.32,131158677,567655309.54,0.1373,1,0.0
2022-04-01,sh.600028,4.32,4.38,4.31,4.37,4.32,159251687,693447485.25,0.1667,1,1.1574
2022-04-06,sh.600028,4.36,4.41,4.36,4.41,4.37,159942513,701904111.93,0.1674,1,0.9153
2022-04-07,sh.600028,4.39,4.42,4.36,4.36,4.41,156646920,686670657.0,0.1639,1,-1.1338
2022-04-08,sh.600028,4.37,4.4,4.34,4.38,4.36,112452886,491208314.85,0.1177,1,0.4587
2022-04-11,sh.600028,4.39,4.4,4.33,4.34,4.38,157423261,687234516.0,0.1647,1,-0.9132
2022-04-12,sh.600028,4.33,4.36,4.29,4.35,4.34,160743544,695248232.32,0.1682,1,0.2304
2022-04-13,sh.600028,4.35,4.39,4.34,4.35,4.35,160185039,700326948.73,0.1676,1,0.0
2022-04-14,sh.600028,4.38,4.41,4.36,4.39,4.35,137746142,603781484.41,0.1441,1,0.9195
2022-04-15,sh.600028,4.38,4.4,4.35,4.35,4.39,124368239,543718530.55,0.1301,1,-0.9112
2022-04-18,sh.600028,4.34,4.35,4.28,4.29,4.35,134674058,580258504.8,0.1409,1,-1.3793
2022-04-19,sh.600028,4.31,4.38,4.3,4.36,4.29,144330453,626757117.04,0.151,1,1.6317
2022-04-20,sh.600028,4.34,4.36,4.29,4.3,4.36,137386675,593013489.56,0.1438,1,-1.3761
2022-04-21,sh.600028,4.31,4.32,4.23,4.24,4.3,151089139,645520597.79,0.1581,1,-1.3953
2022-04-22,sh.600028,4.22,4.34,4.22,4.33,4.24,147535228,633041620.86,0.1544,1,2.1226
2022-04-25,sh.600028,4.29,4.31,4.19,4.19,4.33,206751796,880142254.61,0.2164,1,-3.2333
2022-04-26,sh.600028,4.2,4.23,4.15,4.15,4.19,176892294,739779905.45,0.1851,1,-0.9547
2022-04-27,sh.600028,4.15,4.22,4.15,4.22,4.15,143103788,598522008.95,0.1498,1,1.6867
2022-04-28,sh.600028,4.25,4.34,4.24,4.32,4.22,237244862,1018789512.93,0.2483,1,2.3697
2022-04-29,sh.600028,4.32,4.36,4.27,4.34,4.32,177722587,767396599.23,0.186,1,0.463
2022-05-05,sh.600028,4.35,4.39,4.32,4.35,4.34,166832570,726040831.13,0.1746,1,0.2304
2022-05-06,sh.600028,4.31,4.33,4.27,4.28,4.35,139892470,600997030.38,0.1464,1,-1.6092
2022-05-09,sh.600028,4.28,4.32,4.26,4.3,4.28,89335298,383620663.16,0.0935,1,0.4673
2022-05-10,sh.600028,4.25,4.32,4.22,4.3,4.3,181459757,774767072.76,0.1899,1,0.0
2022-05-11,sh.600028,4.3,4.31,4.26,4.29,4.3,122658787,525295837.99,0.1284,1,-0.2326
2022-05-12,sh.600028,4.29,4.31,4.26,4.27,4.29,95049920,406756160.92,0.0995,1,-0.4662
2022-05-13,sh.600028,4.29,4.32,4.28,4.31,4.27,120842816,520394702.54,0.1265,1,0.9368
2022-05-16,sh.600028,4.34,4.34,4.3,4.33,4.31,103399145,446719212.17,0.1082,1,0.464
2022-05-17,sh.600028,4.34,4.38,4.33,4.35,4.33,133536603,581633920.55,0.1397,1,0.4619
2022-05-18,sh.600028,4.35,4.35,4.3,4.31,4.35,123647554,533753678.95,0.1294,1,-0.9195
2022-05-19,sh.600028,4.27,4.31,4.26,4.29,4.31,120347586,515467136.7,0.1259,1,-0.464
2022-05-20,sh.600028,4.3,4.33,4.29,4.32,4.29,126084071,544408793.25,0.1319,1,0.6993
2022-05-23,sh.600028,4.34,4.34,4.3,4.31,4.32,121321337,523731270.29,0.127,1,-0.2315
2022-05-24,sh.600028,4.32,4.34,4.27,4.28,4.31,170415458,735326471.73,0.1783,1,-0.6961
