date,code,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg
2022-01-04,sh.601988,3.06,3.07,3.05,3.07,3.05,113893319,348526257.03,0.054,1,0.6557
2022-01-05,sh.601988,3.07,3.1,3.06,3.09,3.07,312987616,965536103.38,0.1485,1,0.6515
2022-01-06,sh.601988,3.08,3.12,3.08,3.09,3.09,187797851,580596960.61,0.0891,1,0.0
2022-01-07,sh.601988,3.09,3.14,3.09,3.14,3.09,318936320,995648202.45,0.1513,1,1.6181
2022-01-10,sh.601988,3.14,3.16,3.11,3.13,3.14,154642749,484417958.38,0.0734,1,-0.3185
2022-01-11,sh.601988,3.12,3.15,3.12,3.14,3.13,136150760,427509264.19,0.0646,1,0.3195
2022-01-12,sh.601988,3.14,3.14,3.1,3.12,3.14,190643304,593872350.66,0.0905,1,-0.6369
2022-01-13,sh.601988,3.11,3.15,3.11,3.14,3.12,176183426,552599426.28,0.0836,1,0.641
2022-01-14,sh.601988,3.14,3.14,3.08,3.09,3.14,206659934,641366242.46,0.0981,1,-1.5924
2022-01-17,sh.601988,3.09,3.1,3.08,3.09,3.09,114250424,352678537.92,0.0542,1,0.0
2022-01-18,sh.601988,3.08,3.12,3.08,3.12,3.09,158865983,492383628.91,0.0754,1,0.9709
2022-01-19,sh.601988,3.11,3.12,3.1,3.11,3.12,97900582,304238080.19,0.0465,1,-0.3205
2022-01-20,sh.601988,3.11,3.13,3.1,3.12,3.11,191778747,598884977.68,0.091,1,0.3215
2022-01-21,sh.601988,3.12,3.13,3.1,3.12,3.12,171887707,534736637.77,0.0816,1,0.0
2022-01-24,sh.601988,3.12,3.12,3.1,3.12,3.12,153008996,476090300.96,0.0726,1,0.0
2022-01-25,sh.601988,3.11,3.12,3.08,3.09,3.12,157682812,488789006.1,0.0748,1,-0.9615
2022-01-26,sh.601988,3.09,3.1,3.08,3.09,3.09,92393252,285604292.1,0.0438,1,0.0
2022-01-27,sh.601988,3.09,3.1,3.08,3.09,3.09,127655838,394455817.67,0.0606,1,0.0
2022-01-28,sh.601988,3.09,3.11,3.08,3.09,3.09,150392993,466098023.47,0.0714,1,0.0
2022-02-07,sh.601988,3.11,3.13,3.1,3.13,3.09,158877519,495359648.47,0.0754,1,1.2945
2022-02-08,sh.601988,3.12,3.18,3.12,3.17,3.13,286303632,902429652.4,0.1358,1,1.278
2022-02-09,sh.601988,3.17,3.19,3.16,3.16,3.17,234779367,745320957.08,0.1114,1,-0.3155
2022-02-10,sh.601988,3.17,3.19,3.16,3.19,3.16,180983578,575521309.24,0.0859,1,0.9494
2022-02-11,sh.601988,3.19,3.2,3.18,3.19,3.19,150563026,481039536.94,0.0714,1,0.0
2022-02-14,sh.601988,3.19,3.19,3.15,3.17,3.19,150686439,477536521.84,0.0715,1,-0.627
2022-02-15,sh.601988,3.16,3.18,3.14,3.15,3.17,118272584,373307320.61,0.0561,1,-0.6309
2022-02-16,sh.601988,3.16,3.18,3.15,3.17,3.15,97288401,307966290.96,0.0462,1,0.6349
2022-02-17,sh.601988,3.17,3.2,3.16,3.18,3.17,168577859,537253603.42,0.08,1,0.3155
2022-02-18,sh.601988,3.18,3.2,3.16,3.2,3.18,155036500,492883819.53,0.0736,1,0.6289
2022-02-21,sh.601988,3.19,3.19,3.16,3.18,3.2,128248537,406962715.63,0.0608,1,-0.625
2022-02-22,sh.601988,3.17,3.18,3.16,3.17,3.18,87527437,277310917.01,0.0415,1,-0.3145
2022-02-23,sh.601988,3.17,3.18,3.15,3.16,3.17,100542597,317779930.54,0.0477,1,-0.3155
2022-02-24,sh.601988,3.15,3.16,3.1,3.11,3.16,207717201,649737942.09,0.0986,1,-1.5823
2022-02-25,sh.601988,3.12,3.14,3.1,3.11,3.11,141574624,440864428.58,0.0672,1,0.0
2022-02-28,sh.601988,3.11,3.12,3.09,3.1,3.11,160003390,495851152.0,0.0759,1,-0.3215
2022-03-01,sh.601988,3.11,3.13,3.1,3.12,3.1,135258879,421047648.0,0.0642,1,0.6452
2022-03-02,sh.601988,3.12,3.15,3.11,3.13,3.12,140013892,438180704.0,0.0664,1,0.3205
2022-03-03,sh.601988,3.13,3.16,3.13,3.15,3.13,137415776,432082368.0,0.0652,1,0.639
2022-03-04,sh.601988,3.15,3.16,3.14,3.15,3.15,156024083,490908224.0,0.074,1,0.0
2022-03-07,sh.601988,3.14,3.15,3.12,3.13,3.15,136041516,426283664.0,0.0645,1,-0.6349
2022-03-08,sh.601988,3.12,3.14,3.1,3.1,3.13,150037744,467690816.0,0.0712,1,-0.9585
2022-03-09,sh.601988,3.1,3.11,3.04,3.08,3.1,266049155,820162512.0,0.1262,1,-0.6452
2022-03-10,sh.601988,3.09,3.1,3.08,3.08,3.08,110101225,339963856.0,0.0522,1,0.0
2022-03-11,sh.601988,3.08,3.11,3.06,3.1,3.08,178942650,550569536.0,0.0849,1,0.6494
2022-03-14,sh.601988,3.08,3.12,3.07,3.09,3.1,157658515,489277440.0,0.0748,1,-0.3226
2022-03-15,sh.601988,3.09,3.09,3.02,3.03,3.09,290229984,886628896.0,0.1377,1,-1.9417
2022-03-16,sh.601988,3.04,3.08,3.02,3.07,3.03,219409553,668104912.0,0.1041,1,1.3201
2022-03-17,sh.601988,3.08,3.09,3.05,3.06,3.07,198768146,609118288.0,0.0943,1,-0.3257
2022-03-18,sh.601988,3.06,3.11,3.05,3.1,3.06,251242558,774921756.25,0.1192,1,1.3072
2022-03-21,sh.601988,3.09,3.11,3.08,3.09,3.1,124568353,385459330.92,0.0591,1,-0.3226
2022-03-22,sh.601988,3.1,3.17,3.09,3.15,3.09,253281571,793545979.89,0.1202,1,1.9417
2022-03-23,sh.601988,3.15,3.15,3.11,3.14,3.15,136338669,426729724.28,0.0647,1,-0.3175
2022-03-24,sh.601988,3.13,3.15,3.12,3.14,3.14,78366636,245783194.13,0.0372,1,0.0
2022-03-25,sh.601988,3.14,3.17,3.12,3.16,3.14,155189228,488504987.02,0.0736,1,0.6369
2022-03-28,sh.601988,3.14,3.17,3.13,3.17,3.16,111454863,351775698.87,0.0529,1,0.3165
2022-03-29,sh.601988,3.16,3.19,3.16,3.19,3.17,164742120,523856326.02,0.0782,1,0.6309
2022-03-30,sh.601988,3.2,3.22,3.19,3.22,3.19,235224962,753942705.27,0.1116,1,0.9404
2022-03-31,sh.601988,3.22,3.28,3.21,3.27,3.22,352674208,1149498482.52,0.1673,1,1.5528
2022-04-01,sh.601988,3.26,3.29,3.24,3.29,3.27,243342012,794861404.68,0.1155,1,0.6116
2022-04-06,sh.601988,3.28,3.31,3.26,3.3,3.29,237666989,781954554.54,0.1128,1,0.304
2022-04-07,sh.601988,3.3,3.32,3.26,3.28,3.3,235107954,774553383.8,0.1115,1,-0.6061
2022-04-08,sh.601988,3.28,3.3,3.27,3.29,3.28,162098159,533237824.27,0.0769,1,0.3049
2022-04-11,sh.601988,3.3,3.31,3.28,3.28,3.29,187424293,616933300.14,0.0889,1,-0.304
2022-04-12,sh.601988,3.28,3.3,3.26,3.3,3.28,193563250,635588475.2,0.0918,1,0.6098
2022-04-13,sh.601988,3.29,3.33,3.28,3.29,3.3,166778612,551324181.17,0.0791,1,-0.303
2022-04-14,sh.601988,3.3,3.32,3.28,3.28,3.29,117684503,387262673.09,0.0558,1,-0.304
2022-04-15,sh.601988,3.28,3.29,3.27,3.28,3.28,105508451,346450141.28,0.0501,1,0.0
2022-04-18,sh.601988,3.27,3.28,3.21,3.23,3.28,180316114,583829349.7,0.0856,1,-1.5244
