date,code,open,high,low,close,volume,amount
2023-03-01,sh.000016,2736.0497,2783.3229,2729.8039,2773.6494,3589395200,59859898942.0000
2023-03-02,sh.000016,2766.0779,2782.7906,2762.1135,2769.1077,3374775200,52817037672.0000
2023-03-03,sh.000016,2778.8926,2784.1253,2757.6860,2774.5079,4042899200,53308630783.0000
2023-03-06,sh.000016,2773.2724,2774.0032,2734.9611,2744.1406,3830167500,67238922936.0000
2023-03-07,sh.000016,2741.7908,2761.3515,2711.2500,2713.1681,5514611100,73443730822.0000
2023-03-08,sh.000016,2698.5899,2699.8763,2679.1697,2691.9327,2953930800,47688685083.0000
2023-03-09,sh.000016,2694.1527,2697.2503,2660.6192,2671.8434,2725121400,47063041503.0000
2023-03-10,sh.000016,2648.8073,2667.9598,2636.0125,2636.3891,2877869200,47519703177.0000
2023-03-13,sh.000016,2637.8206,2672.0069,2637.7136,2664.0378,3416432900,53757120805.0000
2023-03-14,sh.000016,2658.2807,2658.2807,2627.0001,2645.1143,3304226600,54832229454.0000
2023-03-15,sh.000016,2666.9444,2674.0844,2647.9599,2648.3852,3334592600,49841531099.0000
2023-03-16,sh.000016,2627.0380,2647.5322,2621.7241,2622.8232,3947851600,57371205148.0000
2023-03-17,sh.000016,2644.9526,2672.2900,2620.4325,2628.5911,4371773200,68652979539.0000
2023-03-20,sh.000016,2632.2480,2644.8329,2614.2766,2616.7505,4291607800,62406257915.0000
2023-03-21,sh.000016,2623.5778,2648.0513,2622.8472,2643.3583,3116169000,53834171809.0000
2023-03-22,sh.000016,2652.7120,2666.6960,2643.1249,2651.5343,2614351300,48176487986.0000
2023-03-23,sh.000016,2641.8178,2668.6691,2641.0710,2668.6691,2876718200,53563266211.0000
2023-03-24,sh.000016,2664.5320,2664.5320,2648.3445,2653.2850,3071161200,53508170882.0000
2023-03-27,sh.000016,2652.7927,2652.7927,2626.5813,2639.6226,3404535900,56455183677.0000
2023-03-28,sh.000016,2646.9812,2653.5654,2633.9206,2638.7377,2721578100,47612516053.0000
2023-03-29,sh.000016,2655.4057,2658.1325,2632.8401,2636.2229,2688867900,47430708932.0000
2023-03-30,sh.000016,2639.3611,2665.3433,2628.1042,2664.2119,3361247100,59176791713.0000
2023-03-31,sh.000016,2670.9476,2681.8156,2657.7651,2661.9197,2888885900,56414431747.0000
2023-04-03,sh.000016,2667.1835,2673.6616,2655.0702,2665.7232,3526983500,68174474904.0000
2023-04-04,sh.000016,2668.4018,2676.0598,2657.8570,2675.9173,3949734300,70301301531.0000
2023-04-06,sh.000016,2668.1306,2672.7238,2659.9086,2666.4478,2960554100,58470388254.0000
2023-04-07,sh.000016,2667.1443,2692.5089,2663.6127,2684.8618,2416104200,55779749487.0000
2023-04-10,sh.000016,2690.4303,2690.4303,2671.5160,2684.9086,3226643000,69540603031.0000
2023-04-11,sh.000016,2690.6257,2694.3158,2671.9476,2680.0435,3411483400,70196813749.0000
2023-04-12,sh.000016,2684.0538,2684.4443,2663.2018,2665.7695,3496272600,71006118018.0000
2023-04-13,sh.000016,2659.9407,2675.0005,2652.9579,2670.0139,3609958700,69859214876.0000
2023-04-14,sh.000016,2679.1314,2692.4626,2668.8137,2679.0072,3089633800,67304123994.0000
2023-04-17,sh.000016,2680.6263,2732.9740,2678.1353,2732.9740,4536613900,84844709067.0000
2023-04-18,sh.000016,2724.4934,2753.8109,2722.6137,2744.4539,3961595500,75979082504.0000
2023-04-19,sh.000016,2746.0632,2746.0632,2716.7521,2720.7180,3290309400,62163506624.0000
2023-04-20,sh.000016,2718.2380,2721.1954,2693.2560,2704.8577,3586716700,65781603356.0000
2023-04-21,sh.000016,2703.4001,2703.4001,2652.2641,2654.2110,3732568800,69157559710.0000
2023-04-24,sh.000016,2655.0845,2656.6731,2611.3807,2618.4783,3741050200,67028083974.0000
2023-04-25,sh.000016,2621.0217,2629.7292,2596.5617,2619.2326,3951624200,67135749460.0000
2023-04-26,sh.000016,2614.9585,2627.5774,2605.1814,2617.9775,3696134800,64329820445.0000
2023-04-27,sh.000016,2618.4568,2658.7764,2612.9221,2650.5699,3617482600,74638147867.0000
2023-04-28,sh.000016,2653.1382,2683.4703,2653.1382,2677.7565,4054877900,82332978554.0000
2023-05-04,sh.000016,2663.4516,2696.5906,2654.2284,2692.6910,5405592900,88583481681.0000
2023-05-05,sh.000016,2698.5897,2706.3267,2672.0302,2685.1732,4679769400,75424995923.0000
2023-05-08,sh.000016,2694.5675,2727.7333,2685.5230,2720.3230,6388254700,94656572711.0000
2023-05-09,sh.000016,2723.1877,2751.4380,2702.7691,2703.9370,6880796700,104858706975.0000
2023-05-10,sh.000016,2698.7661,2706.2038,2669.7263,2673.9063,5452477700,76887282421.0000
2023-05-11,sh.000016,2682.3779,2688.6895,2663.5412,2666.0615,3299201000,54214783130.0000
2023-05-12,sh.000016,2662.8029,2668.8824,2630.2864,2630.9479,3491286300,56724792987.0000
2023-05-15,sh.000016,2628.4618,2677.2604,2619.5569,2677.0372,4455321600,67150859705.0000
2023-05-16,sh.000016,2681.3948,2685.5750,2661.9544,2670.4505,3387999800,57784756971.0000
2023-05-17,sh.000016,2666.0391,2673.0214,2642.6288,2649.3562,2624992700,47819960946.0000
2023-05-18,sh.000016,2653.0093,2665.2793,2634.6059,2644.2176,3196736100,48796865060.0000
2023-05-19,sh.000016,2632.5883,2649.6908,2614.9581,2633.3861,2981386000,51202780896.0000
2023-05-22,sh.000016,2630.1073,2669.2264,2628.7565,2658.7887,2809853300,55198914724.0000
2023-05-23,sh.000016,2657.9211,2662.3855,2617.5398,2617.5398,3051396200,50037096912.0000
2023-05-24,sh.000016,2615.5652,2615.5652,2576.8258,2577.3423,3691243400,56122423125.0000
2023-05-25,sh.000016,2567.4484,2572.1883,2544.2705,2564.5045,3177204900,51886473422.0000
2023-05-26,sh.000016,2562.5480,2569.2254,2536.2635,2559.6142,2404861600,42981691427.0000
2023-05-29,sh.000016,2565.5919,2566.8331,2536.9964,2548.2861,2943982100,50638253492.0000
2023-05-30,sh.000016,2546.1668,2553.9492,2508.2903,2535.1442,3187403700,54485696512.0000
2023-05-31,sh.000016,2524.7852,2525.1126,2485.8561,2493.3496,3075485800,58844502207.0000
2023-06-01,sh.000016,2487.7614,2522.8573,2487.7614,2500.3396,3249022100,53669168850.0000
2023-06-02,sh.000016,2511.6887,2547.0939,2511.3326,2543.5764,3041823100,54465744727.0000
2023-06-05,sh.000016,2540.0193,2542.4772,2522.7081,2528.3990,2973441700,44621275711.0000
2023-06-06,sh.000016,2528.1705,2560.0558,2516.4746,2519.1892,3083059600,50565080231.0000
2023-06-07,sh.000016,2528.8509,2537.2271,2506.1967,2511.3925,2347939000,40035750701.0000
2023-06-08,sh.000016,2512.4493,2549.3237,2504.1020,2540.0645,2903328100,45311134329.0000
2023-06-09,sh.000016,2541.0262,2550.5863,2536.1848,2543.9316,2963860000,52027286215.0000
2023-06-12,sh.000016,2536.3759,2553.9938,2524.3125,2542.1962,3623516100,57420125818.0000
2023-06-13,sh.000016,2535.9888,2547.8509,2523.9744,2544.9504,2933167400,47244641394.0000
2023-06-14,sh.000016,2549.6657,2564.3415,2540.5795,2541.8134,3388306600,57839059906.0000
2023-06-15,sh.000016,2547.4931,2576.7424,2546.2124,2576.7424,3252079500,64384484181.0000
2023-06-16,sh.000016,2581.9668,2604.6346,2581.7748,2600.9191,3586129900,67728823524.0000
2023-06-19,sh.000016,2591.3342,2591.3342,2556.8878,2560.5289,3647335000,60383661948.0000
2023-06-20,sh.000016,2558.0983,2564.5449,2544.0476,2547.2541,2871367000,48101831190.0000
2023-06-21,sh.000016,2536.9510,2548.9254,2519.0787,2519.0787,3239175700,51235420030.0000
2023-06-26,sh.000016,2500.8549,2503.1134,2482.6065,2488.7383,3187947100,50260727995.0000
2023-06-27,sh.000016,2490.9775,2513.9844,2481.7467,2506.5991,3244820900,46624060192.0000
2023-06-28,sh.000016,2501.1627,2511.6156,2491.2549,2510.7153,2791063600,45695510039.0000
2023-06-29,sh.000016,2510.8894,2513.5512,2490.6374,2490.8971,2426959300,43022267369.0000
2023-06-30,sh.000016,2484.6471,2508.2453,2482.4860,2492.1020,2410424700,42135282856.0000
2023-07-03,sh.000016,2496.9222,2537.6938,2496.4289,2534.4735,3462487500,57132259417.0000
2023-07-04,sh.000016,2532.5929,2539.8180,2525.3805,2537.5956,3128696600,52126055072.0000
2023-07-05,sh.000016,2533.1936,2537.1949,2514.0871,2520.1751,3081395300,45550021583.0000
2023-07-06,sh.000016,2513.4349,2525.5565,2495.9099,2501.3167,2648765800,41017249402.0000
2023-07-07,sh.000016,2493.4877,2500.5787,2484.8914,2489.5351,2402585300,38938932143.0000
2023-07-10,sh.000016,2501.5277,2520.1486,2495.8671,2503.2767,2453913100,49665437570.0000
2023-07-11,sh.000016,2513.7126,2521.0489,2504.2001,2518.5282,2281569100,42603358961.0000
2023-07-12,sh.000016,2516.6806,2529.5326,2510.1589,2513.4170,3032302100,54934620605.0000
2023-07-13,sh.000016,2519.3819,2547.7820,2519.3819,2546.3809,3437478900,62647470869.0000
2023-07-14,sh.000016,2554.6419,2556.8487,2543.1841,2547.9393,3635319500,53084177594.0000
2023-07-17,sh.000016,2535.6389,2535.6389,2511.3565,2520.7864,3173539500,42315771385.0000
2023-07-18,sh.000016,2520.6224,2520.6224,2503.5212,2511.6351,2668199600,39420796447.0000
2023-07-19,sh.000016,2506.4151,2518.9013,2503.3425,2517.1060,2211909700,37415209259.0000
2023-07-20,sh.000016,2523.2684,2535.6087,2503.4795,2506.8630,2454900000,42610044495.0000
2023-07-21,sh.000016,2501.3999,2527.2801,2496.8134,2509.2927,2241300500,45052392110.0000
2023-07-24,sh.000016,2492.2164,2509.7773,2492.1859,2499.9998,1906578900,34856260188.0000
2023-07-25,sh.000016,2539.4846,2578.9601,2539.4846,2578.3511,4035765300,79008147710.0000
2023-07-26,sh.000016,2574.8065,2581.2533,2564.8874,2576.3902,2607063500,44788260445.0000
2023-07-27,sh.000016,2580.2428,2596.3259,2569.0985,2575.3646,2976257200,49060162845.0000
2023-07-28,sh.000016,2564.8738,2653.2579,2563.1555,2647.0315,4856652800,86726876248.0000
2023-07-31,sh.000016,2666.4857,2700.7393,2644.0947,2653.3690,5174480600,99450613422.0000
2023-08-01,sh.000016,2652.2365,2670.2477,2636.1522,2645.8929,3917887500,68052476551.0000
2023-08-02,sh.000016,2635.5453,2651.1836,2612.3457,2620.6844,3712302900,56598618438.0000
2023-08-03,sh.000016,2617.7909,2647.3594,2612.3989,2645.1526,3404230400,63279356036.0000
2023-08-04,sh.000016,2664.5865,2680.7437,2646.1524,2648.8447,4820363400,84194647953.0000
2023-08-07,sh.000016,2635.7775,2636.6929,2622.6740,2634.5809,3174860900,55108582243.0000
2023-08-08,sh.000016,2625.6672,2646.5966,2610.8068,2631.3774,2736648600,50836904224.0000
2023-08-09,sh.000016,2623.1513,2638.0859,2622.0638,2628.7041,2398730700,43024801753.0000
2023-08-10,sh.000016,2623.7991,2632.5732,2609.8236,2629.4432,2462832500,42538513296.0000
2023-08-11,sh.000016,2630.9874,2631.8013,2568.8984,2568.8984,3599680200,56193241344.0000
2023-08-14,sh.000016,2538.8476,2554.3945,2526.0695,2549.2843,3354409800,51938867449.0000
2023-08-15,sh.000016,2550.9372,2556.0034,2522.2378,2546.4420,2788849100,46065116622.0000
2023-08-16,sh.000016,2533.9013,2549.9444,2529.4349,2530.8097,2562980600,44756946069.0000
2023-08-17,sh.000016,2516.7450,2540.5376,2507.9033,2536.4891,2478354400,44195356241.0000
2023-08-18,sh.000016,2537.1357,2545.8023,2507.5798,2507.5798,2630578100,44099171462.0000
2023-08-21,sh.000016,2498.1276,2508.9589,2475.0897,2475.0897,2864364700,47508877684.0000
2023-08-22,sh.000016,2485.5578,2505.0268,2464.2796,2493.7638,4126152000,58477808003.0000
2023-08-23,sh.000016,2491.3680,2498.3189,2459.3279,2461.1872,2965461700,43379265151.0000
2023-08-24,sh.000016,2468.3246,2497.1923,2466.8603,2480.7518,3666582000,51892678971.0000
2023-08-25,sh.000016,2468.7355,2502.1944,2466.5471,2485.3343,3008535300,45300298181.0000
2023-08-28,sh.000016,2612.3112,2612.9783,2507.9780,2518.1857,5452723900,94406029788.0000
2023-08-29,sh.000016,2512.3171,2546.6860,2511.7912,2529.2228,3990953400,64006134470.0000
2023-08-30,sh.000016,2540.8405,2540.8405,2518.6550,2522.5419,3581796200,55190681774.0000
2023-08-31,sh.000016,2526.6858,2532.1746,2505.8259,2510.4577,2968520200,46242837373.0000
2023-09-01,sh.000016,2520.6987,2544.0519,2520.6987,2532.2541,2908210400,46333399436.0000
2023-09-04,sh.000016,2550.1716,2583.6651,2547.5922,2577.4651,4065693600,67613130118.0000
2023-09-05,sh.000016,2569.7582,2569.7582,2557.9667,2561.7902,2668467300,47627591859.0000
2023-09-06,sh.000016,2553.5942,2564.4270,2544.6021,2559.3574,2386205400,41578603692.0000
2023-09-07,sh.000016,2552.3630,2552.8568,2531.1017,2534.1555,2524243200,40426844367.0000
2023-09-08,sh.000016,2527.4581,2529.8508,2512.4105,2519.9694,1804262900,28609593223.0000
2023-09-11,sh.000016,2519.2958,2550.0086,2519.2958,2536.1714,2445402400,42516632132.0000
2023-09-12,sh.000016,2533.5963,2538.6900,2527.3367,2531.8257,2058490500,31996953374.0000
2023-09-13,sh.000016,2536.3867,2543.1243,2510.0943,2524.5413,2419965600,37205544360.0000
2023-09-14,sh.000016,2529.1927,2539.6722,2519.4023,2530.9791,3121548900,41657844965.0000
2023-09-15,sh.000016,2538.2582,2546.4230,2508.2388,2514.9794,3366639900,53188347631.0000
2023-09-18,sh.000016,2509.1464,2532.4290,2503.0212,2531.8974,2542094200,43600334282.0000
2023-09-19,sh.000016,2529.4833,2533.7876,2517.3982,2532.2789,2294070400,34756093385.0000
2023-09-20,sh.000016,2527.7502,2529.0204,2519.1328,2521.5620,2288247300,30949026888.0000
2023-09-21,sh.000016,2515.4680,2519.9105,2495.7393,2495.7393,2389141700,35084379139.0000
2023-09-22,sh.000016,2498.2434,2550.9827,2489.3225,2550.9827,3297857500,53822484498.0000
2023-09-25,sh.000016,2548.8881,2548.8881,2526.0677,2529.1496,2556988100,41022034524.0000
2023-09-26,sh.000016,2526.3517,2534.2034,2512.0273,2513.4072,2334196400,33802411628.0000
2023-09-27,sh.000016,2515.8197,2538.6839,2514.2311,2520.1395,2754083200,46635013457.0000
2023-09-28,sh.000016,2530.2283,2531.0671,2504.2105,2507.0857,2491669100,41444247962.0000
2023-10-09,sh.000016,2497.4745,2504.0202,2474.8139,2499.5666,2760836000,45052515778.0000
2023-10-10,sh.000016,2510.5059,2513.8542,2481.3944,2482.5345,2870204000,40996551730.0000
2023-10-11,sh.000016,2497.5609,2502.6334,2486.3721,2490.8550,2637228700,43693282380.0000
2023-10-12,sh.000016,2518.8323,2524.2010,2504.3659,2514.3904,3366137200,46137733403.0000
2023-10-13,sh.000016,2495.1470,2499.0652,2482.8858,2489.1251,2579237400,39705090266.0000
2023-10-16,sh.000016,2490.9160,2491.6218,2461.3782,2468.4363,2508081200,40453213979.0000
2023-10-17,sh.000016,2474.1244,2480.9358,2462.3699,2478.9047,2348854800,35668258928.0000
2023-10-18,sh.000016,2471.5883,2478.6810,2463.6584,2467.1915,2459189400,35566080452.0000
2023-10-19,sh.000016,2450.1695,2450.1837,2400.1921,2401.9299,3114968500,53932887048.0000
2023-10-20,sh.000016,2394.6194,2402.7855,2379.7419,2389.2196,2792940900,44439808493.0000
2023-10-23,sh.000016,2380.3025,2390.8031,2351.4457,2369.9347,2646995600,38190471529.0000
2023-10-24,sh.000016,2374.8732,2382.7283,2355.5884,2378.4389,3145228600,43320643064.0000
2023-10-25,sh.000016,2402.7489,2408.8921,2383.1006,2386.3026,3999164900,52062704974.0000
2023-10-26,sh.000016,2375.0391,2394.9860,2372.5398,2393.7344,2846266600,41362772536.0000
2023-10-27,sh.000016,2383.9890,2426.8005,2380.3353,2414.9125,3164753600,56934794165.0000
2023-10-30,sh.000016,2406.9459,2420.9821,2403.2672,2414.1562,3970669700,62284481834.0000
2023-10-31,sh.000016,2409.8949,2416.5736,2400.2607,2411.4794,3139368100,53329675794.0000
2023-11-01,sh.000016,2456.3813,2456.3813,2416.6765,2420.7346,2595050600,57125465298.0000
2023-11-02,sh.000016,2429.7186,2440.3360,2416.6627,2417.4590,2531333000,40772219416.0000
2023-11-03,sh.000016,2419.6868,2443.3006,2418.9187,2436.9411,2443024900,42330072254.0000
2023-11-06,sh.000016,2452.8399,2460.7626,2443.3910,2456.7745,3944849300,63490178327.0000
2023-11-07,sh.000016,2450.2667,2450.3829,2436.3751,2443.9657,2540951200,43645744045.0000
2023-11-08,sh.000016,2436.8736,2448.8691,2426.1953,2436.6983,2541617100,45724471950.0000
2023-11-09,sh.000016,2428.5080,2444.3506,2427.6412,2436.2349,2842391400,48916592498.0000
2023-11-10,sh.000016,2424.4922,2428.1184,2409.0447,2414.0167,2447768500,39070613073.0000
2023-11-13,sh.000016,2415.9565,2421.1726,2396.3060,2407.5885,2345548200,37683961410.0000
2023-11-14,sh.000016,2410.4772,2419.2180,2397.1803,2406.3969,2342180200,37907956031.0000
2023-11-15,sh.000016,2428.8202,2431.8253,2419.6361,2427.1241,2462213100,43282231776.0000
2023-11-16,sh.000016,2422.8485,2425.3029,2402.1079,2404.3187,2220015700,33479906673.0000
2023-11-17,sh.000016,2396.5932,2401.7916,2379.3321,2398.2037,2230109300,33944865470.0000
2023-11-20,sh.000016,2399.7640,2413.3088,2383.5592,2404.7673,2123867300,34814050597.0000
2023-11-21,sh.000016,2415.1327,2432.7708,2412.0053,2416.2410,2646261600,42629214174.0000
2023-11-22,sh.000016,2408.9768,2414.2358,2396.9040,2396.9040,2172445500,30301268541.0000
2023-11-23,sh.000016,2393.4946,2407.1978,2386.5753,2405.1654,1980160100,29966318053.0000
2023-11-24,sh.000016,2403.9218,2403.9218,2390.1672,2391.0208,2023420300,29471977497.0000
2023-11-27,sh.000016,2387.9822,2387.9822,2357.0895,2370.7186,2682100100,40568738453.0000
2023-11-28,sh.000016,2368.9202,2374.9680,2361.7417,2371.2120,2006451400,32101797710.0000
2023-11-29,sh.000016,2374.0329,2374.3573,2351.1002,2358.1163,2573910400,38604709470.0000
2023-11-30,sh.000016,2358.2063,2370.9490,2354.6865,2365.9963,2564201900,37341817610.0000
2023-12-01,sh.000016,2362.6263,2362.6263,2330.7389,2352.0003,2835755000,45326081310.0000
2023-12-04,sh.000016,2351.3111,2353.0000,2332.8490,2333.8788,2300455000,38447058076.0000
2023-12-05,sh.000016,2327.3356,2327.3356,2285.9628,2286.5809,2519387400,42196912811.0000
2023-12-06,sh.000016,2281.7323,2298.2950,2275.2818,2284.0636,3067773100,41728776593.0000
2023-12-07,sh.000016,2280.0917,2284.9375,2259.8217,2274.8281,2595956000,38119540897.0000
2023-12-08,sh.000016,2274.1843,2287.0900,2269.2757,2281.6486,3351291000,45212158886.0000
2023-12-11,sh.000016,2264.9938,2299.6627,2244.2812,2292.6788,3501008200,56257627751.0000
2023-12-12,sh.000016,2285.2072,2306.0435,2282.0889,2305.1380,2884871400,42483203292.0000
2023-12-13,sh.000016,2298.2734,2298.2734,2260.5987,2261.0183,2486634600,45559138294.0000
2023-12-14,sh.000016,2274.2482,2280.8484,2249.3890,2249.9385,2062691400,39752388201.0000
2023-12-15,sh.000016,2262.0374,2283.5430,2244.8005,2245.2883,2745867800,47439182451.0000
2023-12-18,sh.000016,2237.0059,2260.3486,2227.9756,2251.2303,2588191500,37998035487.0000
2023-12-19,sh.000016,2248.4528,2264.2936,2238.8710,2257.2098,2211956000,35256754587.0000
2023-12-20,sh.000016,2253.6767,2258.4940,2236.8759,2237.5812,2497942000,37376223900.0000
2023-12-21,sh.000016,2228.7701,2266.7720,2227.9707,2261.3818,2872694400,49033060128.0000
2023-12-22,sh.000016,2262.1606,2282.7723,2251.4458,2270.5018,2959618100,45871264375.0000
2023-12-25,sh.000016,2266.3922,2276.1257,2263.6031,2272.9578,1943456100,31479908488.0000
2023-12-26,sh.000016,2273.0451,2273.0451,2255.3525,2262.2095,1989912700,30599004037.0000
2023-12-27,sh.000016,2263.4871,2271.2325,2250.0149,2266.5441,2676112500,37638308140.0000
2023-12-28,sh.000016,2267.0558,2322.0485,2265.2335,2317.7033,4292256600,69274073668.0000
2023-12-29,sh.000016,2314.0684,2327.6771,2309.4266,2326.1732,3036234300,51479708787.0000
2024-01-02,sh.000016,2316.4348,2316.7350,2292.2286,2292.2286,3137547700,50622406220.0000
2024-01-03,sh.000016,2287.7550,2299.6831,2283.5939,2294.8357,2931437500,44217105083.0000
2024-01-04,sh.000016,2293.4576,2296.1151,2260.3536,2279.0361,3212578800,48905527790.0000
2024-01-05,sh.000016,2272.9358,2295.6047,2256.5980,2268.5377,3558937200,51973252609.0000
2024-01-08,sh.000016,2265.2418,2272.0351,2240.5554,2243.8422,3150065600,47632268290.0000
2024-01-09,sh.000016,2243.4096,2251.5411,2234.9149,2245.6219,3026932800,48702067011.0000
2024-01-10,sh.000016,2239.0296,2257.8543,2233.1811,2235.2089,2571329800,41868260247.0000
2024-01-11,sh.000016,2234.8184,2251.0754,2226.2781,2240.1061,3052442500,45573502876.0000
2024-01-12,sh.000016,2231.2855,2250.7314,2229.5887,2237.2073,2589377800,39121731359.0000
2024-01-15,sh.000016,2227.3616,2256.8001,2225.2362,2238.5029,2371509500,39317045005.0000
2024-01-16,sh.000016,2231.8236,2249.0510,2223.4372,2248.9750,2878223700,46347948335.0000
2024-01-17,sh.000016,2241.0157,2242.6104,2199.2587,2199.2587,3062829200,51922838367.0000
2024-01-18,sh.000016,2191.8887,2242.3256,2163.8682,2238.4588,5494474100,83092561704.0000
2024-01-19,sh.000016,2227.7329,2250.6113,2218.1739,2243.5396,3586511400,59477638681.0000
2024-01-22,sh.000016,2237.7734,2257.5892,2206.7644,2230.6094,4478620900,70458296774.0000
2024-01-23,sh.000016,2220.4989,2239.6539,2204.3685,2226.3713,3401531100,54006326826.0000
2024-01-24,sh.000016,2238.3319,2264.5205,2209.5070,2260.5575,4419803300,61986777930.0000
2024-01-25,sh.000016,2264.0223,2314.4959,2261.3723,2312.8544,6194537700,79432204287.0000
2024-01-26,sh.000016,2303.3217,2323.3507,2295.9615,2314.3741,5831629900,73311459367.0000
2024-01-29,sh.000016,2312.6973,2327.3609,2304.4364,2304.4364,5954904300,77810107284.0000
2024-01-30,sh.000016,2292.2206,2303.7181,2270.9789,2270.9789,4326759800,61237732360.0000
2024-01-31,sh.000016,2261.1181,2273.0952,2243.9041,2254.2994,4292875700,63009280531.0000
2024-02-01,sh.000016,2245.4753,2270.0677,2238.7127,2248.2680,3989013800,59264044170.0000
2024-02-02,sh.000016,2252.6543,2264.0558,2184.7721,2229.0142,5063711900,72601307611.0000
2024-02-05,sh.000016,2221.9449,2270.3732,2203.0744,2255.2809,5931402200,87422810341.0000
2024-02-06,sh.000016,2250.1109,2321.4480,2246.8163,2318.8418,5838507600,88303224387.0000
2024-02-07,sh.000016,2323.1248,2344.7943,2305.5136,2344.1508,6478409900,95430744991.0000
2024-02-08,sh.000016,2345.0777,2355.7709,2330.8277,2352.5775,5048620100,79375433558.0000
2024-02-19,sh.000016,2368.4482,2371.5483,2348.4059,2371.5483,5216022500,78856898581.0000
2024-02-20,sh.000016,2367.9194,2372.8633,2353.9675,2369.0834,3748607900,60546151372.0000
2024-02-21,sh.000016,2359.1823,2439.2137,2355.4020,2410.2278,5000538200,86249269224.0000
2024-02-22,sh.000016,2403.8752,2433.2331,2403.0032,2433.0819,3755541100,60050748447.0000
2024-02-23,sh.000016,2431.8661,2447.7986,2424.1707,2433.4073,4006307200,62572523602.0000
2024-02-26,sh.000016,2427.2297,2430.9726,2388.3927,2393.5488,4132834000,63298281853.0000
2024-02-27,sh.000016,2383.1353,2405.0609,2381.5714,2405.0609,3360096000,57324528048.0000
2024-02-28,sh.000016,2405.8777,2417.3257,2385.6099,2385.6099,4476390700,76575633130.0000
2024-02-29,sh.000016,2378.1383,2413.1361,2378.1383,2413.1361,3519252800,63682017901.0000
2024-03-01,sh.000016,2408.3023,2420.3783,2397.6398,2414.8439,3443500700,60269510717.0000
2024-03-04,sh.000016,2412.0795,2422.8165,2404.9222,2418.5840,4029811300,71924712167.0000
2024-03-05,sh.000016,2410.4615,2450.0554,2407.0507,2446.4173,4395609300,76817288567.0000
2024-03-06,sh.000016,2443.8508,2450.4323,2433.0701,2434.1156,3875397500,62490715898.0000
2024-03-07,sh.000016,2430.4238,2446.2954,2418.1278,2426.9732,3833578600,67072865441.0000
2024-03-08,sh.000016,2423.1350,2433.3334,2410.1477,2426.1679,3491125700,57496304190.0000
2024-03-11,sh.000016,2426.7266,2443.1064,2418.3381,2443.1064,3915214500,69559846416.0000
2024-03-12,sh.000016,2443.2323,2458.9167,2436.0776,2450.4693,5057728500,93341577304.0000
2024-03-13,sh.000016,2445.7963,2445.7963,2419.4529,2427.5969,3694867300,67424743627.0000
2024-03-14,sh.000016,2431.7713,2446.8797,2415.0617,2423.8556,3688224600,69775882118.0000
2024-03-15,sh.000016,2417.5715,2430.5932,2409.6096,2427.1969,3300750900,62673015810.0000
2024-03-18,sh.000016,2424.9223,2438.8328,2419.8757,2438.1911,3704725200,70596403716.0000
2024-03-19,sh.000016,2430.3039,2441.6045,2416.0292,2416.8349,3433251500,64262404652.0000
2024-03-20,sh.000016,2412.6074,2430.7199,2408.4843,2426.4586,3083861000,51100637497.0000
2024-03-21,sh.000016,2432.9314,2441.2744,2424.8755,2427.1010,2920841500,54112424029.0000
2024-03-22,sh.000016,2417.9371,2420.7744,2386.2046,2403.2023,3407355500,63189507878.0000
2024-03-25,sh.000016,2398.3207,2418.3149,2393.0597,2401.2113,3438373100,60441059299.0000
2024-03-26,sh.000016,2404.2053,2415.7136,2398.6012,2413.7415,3136249800,57780738857.0000
2024-03-27,sh.000016,2408.9144,2421.1347,2398.9372,2398.9372,3207291600,52565295667.0000
2024-03-28,sh.000016,2395.2173,2424.7673,2387.4163,2401.9872,3687080000,59543019163.0000
2024-03-29,sh.000016,2399.4562,2418.5630,2399.2786,2414.9202,3413358600,51692110861.0000
2024-04-01,sh.000016,2422.7347,2448.8766,2422.7347,2441.5668,3621001300,63161798144.0000
2024-04-02,sh.000016,2441.4887,2447.3738,2428.0270,2435.7569,3572642800,59917352009.0000
2024-04-03,sh.000016,2439.4320,2441.6698,2423.8756,2430.1690,3195998600,60097488949.0000
2024-04-08,sh.000016,2419.0293,2431.4053,2407.3590,2414.0910,3987359600,73403477404.0000
2024-04-09,sh.000016,2411.7806,2418.5972,2399.2833,2404.6089,3562286700,57315468944.0000
2024-04-10,sh.000016,2403.7309,2412.5898,2388.6829,2396.7427,3361270700,58702880924.0000
2024-04-11,sh.000016,2383.7027,2402.7498,2380.5128,2394.8667,3128803600,56313020544.0000
2024-04-12,sh.000016,2397.2842,2402.6429,2370.2766,2374.0471,3236375800,59600119109.0000
2024-04-15,sh.000016,2367.8597,2424.9251,2367.7630,2424.0168,5013050200,75984593018.0000
2024-04-16,sh.000016,2414.7557,2429.3859,2398.4323,2412.3219,4695248200,68370136905.0000
2024-04-17,sh.000016,2407.9642,2440.5779,2397.4385,2439.8558,4594460200,69009890048.0000
2024-04-18,sh.000016,2430.7033,2468.3568,2429.6264,2445.2049,4662446200,74076788588.0000
2024-04-19,sh.000016,2433.9779,2444.0204,2424.1718,2430.5819,3888469000,63779125472.0000
2024-04-22,sh.000016,2433.1809,2450.2556,2422.7668,2424.7473,4036806100,65847983779.0000
2024-04-23,sh.000016,2420.6230,2426.8857,2409.9497,2413.7392,3793205500,60577320430.0000
