date,code,open,high,low,close,volume,amount,turnover,pct_change
2022-11-07,sh.600000,6.04688625,6.11855305,6.0379279,6.10063635,16269623,110507706.43,0.0554,0.2946
2022-11-08,sh.600000,6.11855305,6.11855305,6.06480295,6.08271965,15282862,103708976.91,0.0521,-0.2937
2022-11-09,sh.600000,6.06480295,6.1095947,6.06480295,6.08271965,13127494,89138502.17,0.0447,0.0
2022-11-10,sh.600000,6.04688625,6.091678,6.0379279,6.0737613,12601008,85330918.66,0.0429,-0.1473
2022-11-11,sh.600000,6.11855305,6.2529283,6.11855305,6.2170949,40237053,277525770.26,0.1371,2.3599
2022-11-14,sh.600000,6.2529283,6.35147015,6.2350116,6.29772005,43777420,308265880.99,0.1491,1.2968
2022-11-15,sh.600000,6.27980335,6.35147015,6.270845,6.3245951,25212063,177876453.12,0.0859,0.4267
2022-11-16,sh.600000,6.29772005,6.3245951,6.27980335,6.29772005,17398102,122332873.47,0.0593,-0.4249
2022-11-17,sh.600000,6.2887617,6.2887617,6.22605325,6.2529283,22026825,153691239.72,0.075,-0.7112
2022-11-18,sh.600000,6.26188665,6.270845,6.19021985,6.19021985,22662930,157460686.03,0.0772,-1.0029
2022-11-21,sh.600000,6.1812615,6.19021985,6.11855305,6.1633448,22374965,153475265.83,0.0762,-0.4342
2022-11-22,sh.600000,6.17230315,6.3066784,6.17230315,6.2887617,33424530,233200479.26,0.1139,2.0349
2022-11-23,sh.600000,6.27980335,6.3783452,6.26188665,6.31563675,36694389,259475308.38,0.125,0.4274
2022-11-24,sh.600000,6.3245951,6.3962619,6.29772005,6.29772005,21534531,152263201.73,0.0734,-0.2837
2022-11-25,sh.600000,6.3066784,6.4320953,6.3066784,6.42313695,43033799,307087081.81,0.1466,1.9915
2022-11-28,sh.600000,6.3604285,6.3604285,6.2529283,6.33355345,37873189,266592726.11,0.129,-1.3947
2022-11-29,sh.600000,6.3604285,6.5395955,6.3425118,6.51272045,68171227,492975278.3,0.2323,2.8289
2022-11-30,sh.600000,6.4858454,6.5395955,6.4679287,6.4679287,32346981,234334306.24,0.1102,-0.6878
2022-12-01,sh.600000,6.5216788,6.5754289,6.45897035,6.4679287,30040435,217886966.63,0.1023,0.0
2022-12-02,sh.600000,6.49480375,6.49480375,6.42313695,6.47688705,25722026,185354138.27,0.0876,0.1385
2022-12-05,sh.600000,6.5216788,6.60230395,6.4858454,6.5933456,47367357,346640963.01,0.1614,1.7981
2022-12-06,sh.600000,6.5575122,6.62022065,6.5395955,6.5933456,30550306,224448680.38,0.1041,0.0
2022-12-07,sh.600000,6.58438725,6.629179,6.5395955,6.5754289,31176550,229009592.53,0.1062,-0.2717
2022-12-08,sh.600000,6.5575122,6.62022065,6.54855385,6.6112623,25551776,187977673.67,0.0871,0.545
2022-12-09,sh.600000,6.60230395,6.62022065,6.5395955,6.5575122,38192346,280350287.48,0.1301,-0.813
2022-12-12,sh.600000,6.54855385,6.5933456,6.47688705,6.5037621,26708550,194644289.62,0.091,-0.8197
2022-12-13,sh.600000,6.51272045,6.58438725,6.49480375,6.5575122,18253626,133464501.58,0.0622,0.8264
2022-12-14,sh.600000,6.60230395,6.60230395,6.5037621,6.5575122,16180635,118352408.66,0.0551,0.0
2022-12-15,sh.600000,6.5216788,6.5575122,6.47688705,6.4858454,17471770,126757095.65,0.0595,-1.0929
2022-12-16,sh.600000,6.49480375,6.58438725,6.47688705,6.58438725,31704629,232171543.69,0.108,1.5193
2022-12-19,sh.600000,6.60230395,6.60230395,6.45897035,6.4858454,20432546,148576218.2,0.0696,-1.4966
2022-12-20,sh.600000,6.47688705,6.5216788,6.38730355,6.3962619,24800259,178369739.99,0.0845,-1.3812
2022-12-21,sh.600000,6.4679287,6.4858454,6.38730355,6.44105365,17252934,124209180.57,0.0588,0.7003
2022-12-22,sh.600000,6.5216788,6.54855385,6.450012,6.4858454,18662641,135509039.29,0.0636,0.6954
2022-12-23,sh.600000,6.44105365,6.51272045,6.42313695,6.44105365,12958464,93463047.04,0.0441,-0.6906
2022-12-26,sh.600000,6.44105365,6.45897035,6.3425118,6.3604285,20138533,143606823.71,0.0686,-1.2517
2022-12-27,sh.600000,6.38730355,6.53063715,6.3783452,6.4679287,24065192,173516852.37,0.082,1.6901
2022-12-28,sh.600000,6.4679287,6.5395955,6.450012,6.5395955,20901364,152167733.81,0.0712,1.108
2022-12-29,sh.600000,6.51272045,6.53063715,6.4320953,6.4858454,18367088,132652083.0,0.0626,-0.8219
