date,code,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg
2022-01-04,sz.300274,147.0,148.95,135.05,135.4,145.8,24126115,3333125230.98,2.201,1,-7.1331
2022-01-05,sz.300274,136.2,136.2,126.59,129.0,135.4,26511578,3446945873.1,2.4186,1,-4.7267
2022-01-06,sz.300274,127.87,131.2,125.71,130.1,129.0,15122159,1951905988.23,1.3796,1,0.8527
2022-01-07,sz.300274,129.0,131.18,124.98,128.3,130.1,16480507,2113754364.47,1.5035,1,-1.3836
2022-01-10,sz.300274,127.91,127.91,123.69,124.5,128.3,17182521,2148032231.52,1.5675,1,-2.9618
2022-01-11,sz.300274,125.86,125.86,119.61,120.98,124.5,22058762,2686072188.45,2.0124,1,-2.8273
2022-01-12,sz.300274,124.5,125.5,121.14,125.49,120.98,20578121,2547379990.3,1.8773,1,3.7279
2022-01-13,sz.300274,125.64,125.96,122.6,123.05,125.49,13122835,1625721253.74,1.1972,1,-1.9444
2022-01-14,sz.300274,121.4,125.1,120.25,123.6,123.05,14895669,1840406518.49,1.3589,1,0.447
2022-01-17,sz.300274,123.62,128.53,123.15,124.7,123.6,17620631,2208586456.4,1.6075,1,0.89
2022-01-18,sz.300274,125.0,126.5,121.74,124.85,124.7,12773264,1588611019.13,1.1653,1,0.1203
2022-01-19,sz.300274,124.34,124.34,118.69,120.71,124.85,18025446,2178620498.67,1.6444,1,-3.316
2022-01-20,sz.300274,119.0,123.73,118.55,122.26,120.71,13245163,1613018031.31,1.2083,1,1.2841
2022-01-21,sz.300274,122.26,127.7,121.01,124.77,122.26,18652866,2335782027.4,1.7017,1,2.053
2022-01-24,sz.300274,126.0,132.96,124.0,131.57,124.77,25908929,3360230247.86,2.3636,1,5.45
2022-01-25,sz.300274,130.0,131.29,126.01,126.01,131.57,16296040,2084175762.03,1.4867,1,-4.2259
2022-01-26,sz.300274,127.58,130.8,127.02,129.45,126.01,13220268,1703984677.97,1.2061,1,2.7299
2022-01-27,sz.300274,128.4,129.2,109.58,111.0,129.45,46622354,5469158367.65,4.2533,1,-14.2526
2022-01-28,sz.300274,114.51,116.54,112.0,113.99,111.0,30530837,3498893562.87,2.7853,1,2.6937
2022-02-07,sz.300274,119.5,119.5,112.1,112.89,113.99,19068133,2180101018.99,1.7396,1,-0.965
2022-02-08,sz.300274,113.0,113.99,104.41,107.12,112.89,32415736,3468752626.35,2.9573,1,-5.1112
2022-02-09,sz.300274,107.78,108.2,102.9,107.05,107.12,24015170,2538147030.28,2.1909,1,-0.0653
2022-02-10,sz.300274,108.99,108.99,99.0,101.1,107.05,38024727,3863937086.88,3.469,1,-5.5582
2022-02-11,sz.300274,98.5,100.99,96.41,96.7,101.1,33176717,3272970029.16,3.0267,1,-4.3521
2022-02-14,sz.300274,95.61,98.32,94.5,95.58,96.7,24156437,2329634213.45,2.2038,1,-1.1582
2022-02-15,sz.300274,97.19,102.97,95.27,102.29,95.58,33815260,3379885948.64,3.0849,1,7.0203
2022-02-16,sz.300274,102.8,104.57,101.4,102.32,102.29,21473690,2208839151.91,1.959,1,0.0293
2022-02-17,sz.300274,102.01,109.48,101.3,107.6,102.32,33317386,3564533426.05,3.0395,1,5.1603
2022-02-18,sz.300274,106.76,109.45,105.11,105.94,107.6,17657308,1884092204.44,1.6109,1,-1.5428
2022-02-21,sz.300274,105.46,108.22,103.5,106.05,105.94,19864910,2095118101.63,1.8123,1,0.1038
2022-02-22,sz.300274,104.54,109.1,103.01,107.65,106.05,22058471,2360508141.89,2.0124,1,1.5087
2022-02-23,sz.300274,108.47,112.02,107.99,111.84,107.65,22060310,2444862549.55,2.0125,1,3.8922
2022-02-24,sz.300274,111.0,118.85,110.03,116.1,111.84,39389678,4552895612.47,3.5935,1,3.809
2022-02-25,sz.300274,120.66,121.66,113.97,117.16,116.1,24855712,2916418720.07,2.2676,1,0.913
2022-02-28,sz.300274,116.0,121.25,115.16,121.1,117.16,17574990,2084095648.0,1.6033,1,3.3629
2022-03-01,sz.300274,124.88,126.5,121.05,122.84,121.1,24923288,3092345744.0,2.2737,1,1.4368
2022-03-02,sz.300274,123.63,125.35,118.88,125.08,122.84,16666781,2037321424.0,1.5205,1,1.8235
2022-03-03,sz.300274,126.38,128.59,121.75,122.3,125.08,17625533,2201835360.0,1.608,1,-2.2226
2022-03-04,sz.300274,121.0,124.58,120.02,121.63,122.3,14915752,1825060464.0,1.3607,1,-0.5478
2022-03-07,sz.300274,120.42,126.46,118.78,123.92,121.63,24185204,2985101152.0,2.2064,1,1.8828
2022-03-08,sz.300274,125.5,129.96,125.0,126.9,123.92,28160696,3600683520.0,2.5691,1,2.4048
2022-03-09,sz.300274,129.7,130.8,115.0,122.17,126.9,33628357,4113344992.0,3.0679,1,-3.7273
2022-03-10,sz.300274,125.67,130.31,123.66,129.01,122.17,25065947,3197194944.0,2.2867,1,5.5988
2022-03-11,sz.300274,126.0,128.88,121.01,126.52,129.01,21736734,2714937024.0,1.983,1,-1.9301
2022-03-14,sz.300274,125.78,125.98,118.98,119.99,126.52,16343523,1996370992.0,1.491,1,-5.1612
2022-03-15,sz.300274,118.7,125.0,117.18,121.12,119.99,20461193,2491799312.0,1.8667,1,0.9417
2022-03-16,sz.300274,124.76,125.0,113.58,123.28,121.12,31663101,3807164480.0,2.8886,1,1.7834
2022-03-17,sz.300274,125.0,125.88,116.89,118.96,123.28,29617229,3592919536.0,2.702,1,-3.5042
2022-03-18,sz.300274,117.0,121.8,113.68,121.25,118.96,16208153,1934640651.02,1.4787,1,1.925
2022-03-21,sz.300274,120.19,121.99,116.29,117.37,121.25,22416811,2657406676.18,2.0451,1,-3.2
2022-03-22,sz.300274,117.72,118.68,111.28,113.41,117.37,24976762,2841731853.42,2.2786,1,-3.3739
2022-03-23,sz.300274,115.0,117.25,114.0,114.73,113.41,17297811,1999003704.83,1.5781,1,1.1639
2022-03-24,sz.300274,114.74,114.97,112.0,112.79,114.73,12176387,1374610342.46,1.1108,1,-1.6909
2022-03-25,sz.300274,113.5,114.45,108.71,108.86,112.79,14349681,1587649836.79,1.3091,1,-3.4844
2022-03-28,sz.300274,106.95,110.28,106.55,107.3,108.86,15037899,1623232315.05,1.3719,1,-1.433
2022-03-29,sz.300274,108.0,110.88,107.13,109.37,107.3,14445838,1575170343.37,1.3179,1,1.9292
2022-03-30,sz.300274,109.92,111.99,107.88,111.91,109.37,19021377,2107293878.36,1.7353,1,2.3224
2022-03-31,sz.300274,111.46,111.46,103.28,107.26,111.91,23864161,2541798246.16,2.1771,1,-4.1551
2022-04-01,sz.300274,106.2,108.98,104.88,105.53,107.26,17940009,1913183793.28,1.6366,1,-1.6129
2022-04-06,sz.300274,107.0,107.09,101.18,102.58,105.53,16403522,1684029083.36,1.4965,1,-2.7954
2022-04-07,sz.300274,102.99,103.8,101.02,101.35,102.58,12657945,1291685320.67,1.1548,1,-1.1991
2022-04-08,sz.300274,102.39,105.55,100.98,101.51,101.35,18499962,1900430198.56,1.6877,1,0.1579
2022-04-11,sz.300274,100.99,100.99,95.99,96.39,101.51,21500345,2101007254.51,1.9615,1,-5.0438
2022-04-12,sz.300274,97.41,98.36,94.51,96.8,96.39,18296024,1757102312.19,1.6691,1,0.4254
2022-04-13,sz.300274,96.0,97.76,94.2,95.5,96.8,16845047,1623238280.27,1.5368,1,-1.343
2022-04-14,sz.300274,96.03,96.58,87.99,88.1,95.5,40275119,3627177252.71,3.6743,1,-7.7487
2022-04-15,sz.300274,87.4,87.48,82.74,84.53,88.1,36402680,3085239277.82,3.321,1,-4.0522
2022-04-18,sz.300274,84.12,88.41,81.6,87.84,84.53,28414400,2440152259.7,2.5922,1,3.9158
2022-04-19,sz.300274,87.5,91.56,87.41,90.1,87.84,31401583,2832336001.73,2.8647,1,2.5729
2022-04-20,sz.300274,72.78,77.49,72.08,72.08,90.1,68655910,5055683764.82,6.2634,1,-20.0
2022-04-21,sz.300274,69.1,69.96,63.9,64.48,72.08,80424716,5369459895.07,7.3371,1,-10.5438
2022-04-22,sz.300274,64.78,66.29,63.9,65.15,64.48,46472161,3022094676.29,4.1325,1,1.0391
2022-04-25,sz.300274,62.6,63.44,58.9,58.9,65.15,47647088,2904440574.65,4.2369,1,-9.5932
2022-04-26,sz.300274,59.5,60.3,57.08,57.6,58.9,40168183,2362220135.46,3.5719,1,-2.2071
2022-04-27,sz.300274,56.68,62.46,56.01,61.81,57.6,53871003,3224786205.76,4.7904,1,7.309
2022-04-28,sz.300274,61.92,63.08,59.68,60.96,61.81,41171940,2514226228.86,3.6612,1,-1.3752
2022-04-29,sz.300274,62.44,64.5,59.75,63.2,60.96,47295652,2928792024.72,4.2057,1,3.6745
2022-05-05,sz.300274,63.0,65.27,62.33,63.62,63.2,37948789,2421308059.32,3.3668,1,0.6646
2022-05-06,sz.300274,62.14,64.15,61.57,62.36,63.62,20790313,1308111772.0,1.8421,1,-1.9805
2022-05-09,sz.300274,62.43,65.82,62.43,63.81,62.36,22082716,1416846188.72,1.9566,1,2.3252
2022-05-10,sz.300274,62.37,69.7,62.18,67.36,63.81,41331559,2768273616.15,3.6621,1,5.5634
2022-05-11,sz.300274,67.7,74.47,67.37,71.9,67.36,58535457,4180848677.67,5.1864,1,6.7399
2022-05-12,sz.300274,71.0,73.5,70.8,71.84,71.9,25551454,1836547220.47,2.2639,1,-0.0834
2022-05-13,sz.300274,72.98,72.99,70.21,71.5,71.84,23832467,1693921099.35,2.1116,1,-0.4733
2022-05-16,sz.300274,73.77,76.15,72.83,73.0,71.5,28484863,2105658368.89,2.5239,1,2.0979
2022-05-17,sz.300274,72.8,75.5,72.39,74.74,73.0,27194910,2018866161.1,2.4096,1,2.3836
2022-05-18,sz.300274,75.8,78.11,73.69,77.01,74.74,30028242,2285010761.51,2.6606,1,3.0372
