date,code,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg
2022-01-04,sz.300661,311.01,313.0,295.0,301.41,309.0,2194331,659347007.39,0.9952,1,-2.4563
2022-01-05,sz.300661,299.42,301.97,277.35,284.5,301.41,3441692,978606201.45,1.5609,1,-5.6103
2022-01-06,sz.300661,283.5,290.0,277.13,287.0,284.5,2184522,622722971.39,0.9907,1,0.8787
2022-01-07,sz.300661,287.06,295.52,283.04,287.87,287.0,1054071,304736526.74,0.478,1,0.3031
2022-01-10,sz.300661,287.06,291.46,280.24,285.15,287.87,1161079,331422480.04,0.5266,1,-0.9449
2022-01-11,sz.300661,287.0,287.0,272.84,274.46,285.15,1822282,505088305.99,0.8264,1,-3.7489
2022-01-12,sz.300661,277.2,286.04,274.66,284.48,274.46,1995524,561123678.35,0.905,1,3.6508
2022-01-13,sz.300661,284.57,284.99,271.67,272.57,284.48,1267446,348956994.12,0.5748,1,-4.1866
2022-01-14,sz.300661,272.29,287.99,270.66,286.7,272.57,1893966,534471280.07,0.8589,1,5.184
2022-01-17,sz.300661,287.9,295.0,284.01,292.37,286.7,1507324,438640025.11,0.6836,1,1.9777
2022-01-18,sz.300661,296.98,307.97,290.17,302.6,292.37,1872452,566139678.33,0.8492,1,3.499
2022-01-19,sz.300661,302.0,302.0,291.5,295.45,302.6,1018463,299944882.46,0.4619,1,-2.3629
2022-01-20,sz.300661,295.49,298.5,288.92,295.07,295.45,958001,282868636.91,0.4345,1,-0.1286
2022-01-21,sz.300661,290.95,299.95,286.41,290.6,295.07,1281114,373148727.89,0.581,1,-1.5149
2022-01-24,sz.300661,286.57,301.82,286.0,290.78,290.6,868075,254188580.89,0.3937,1,0.0619
2022-01-25,sz.300661,290.78,299.54,288.11,290.0,290.78,1171037,344815686.67,0.5311,1,-0.2682
2022-01-26,sz.300661,291.02,296.22,286.07,290.5,290.0,831812,241762792.4,0.3772,1,0.1724
2022-01-27,sz.300661,298.7,299.09,282.33,282.4,290.5,721024,207284587.69,0.327,1,-2.7883
2022-01-28,sz.300661,283.14,287.78,275.0,275.19,282.4,863522,241431321.79,0.3916,1,-2.5531
2022-02-07,sz.300661,290.0,308.15,290.0,295.0,275.19,2376218,707581143.91,1.0777,1,7.1987
2022-02-08,sz.300661,297.56,298.6,281.33,284.5,295.0,1801632,514077013.37,0.8171,1,-3.5593
2022-02-09,sz.300661,286.49,297.0,278.33,295.68,284.5,1261404,362915249.24,0.5721,1,3.9297
2022-02-10,sz.300661,296.05,307.66,294.9,304.9,295.68,1310224,397112460.34,0.5942,1,3.1182
2022-02-11,sz.300661,304.9,306.95,298.04,301.98,304.9,1081017,327615189.75,0.4903,1,-0.9577
2022-02-14,sz.300661,297.13,304.98,296.18,299.1,301.98,750912,225515639.87,0.3406,1,-0.9537
2022-02-15,sz.300661,302.0,320.0,298.11,318.44,299.1,1515611,475486015.87,0.6874,1,6.4661
2022-02-16,sz.300661,318.0,321.0,309.43,312.5,318.44,1229928,385580788.86,0.5578,1,-1.8653
2022-02-17,sz.300661,313.0,315.2,306.0,312.29,312.5,1057373,329279972.5,0.4795,1,-0.0672
2022-02-18,sz.300661,309.83,311.76,306.03,309.99,312.29,818106,252032410.66,0.371,1,-0.7365
2022-02-21,sz.300661,309.98,312.98,306.0,307.03,309.99,924907,285022414.91,0.4195,1,-0.9549
2022-02-22,sz.300661,308.27,325.0,304.97,321.85,307.03,1696435,539417394.93,0.7694,1,4.8269
2022-02-23,sz.300661,319.5,345.12,319.5,340.82,321.85,2225372,741689018.66,1.0092,1,5.8941
2022-02-24,sz.300661,340.0,342.0,333.0,339.3,340.82,1550633,523128854.16,0.7032,1,-0.446
2022-02-25,sz.300661,343.94,348.88,341.88,343.1,339.3,1095254,377064245.16,0.4967,1,1.12
2022-02-28,sz.300661,344.0,350.01,340.11,348.0,343.1,1518110,525926160.0,0.6885,1,1.4282
2022-03-01,sz.300661,347.0,353.28,342.31,349.6,348.0,1465528,512012768.0,0.6646,1,0.4598
2022-03-02,sz.300661,336.5,343.99,331.0,332.5,349.6,2487013,836405872.0,1.1279,1,-4.8913
2022-03-03,sz.300661,334.85,337.97,310.88,313.5,332.5,2540190,818554432.0,1.152,1,-5.7143
2022-03-04,sz.300661,310.0,329.99,305.0,327.51,313.5,2876716,931356400.0,1.3046,1,4.4689
2022-03-07,sz.300661,326.15,334.5,312.88,317.5,327.51,2221526,713944512.0,1.0075,1,-3.0564
2022-03-08,sz.300661,320.09,327.05,311.1,319.7,317.5,2244304,718163440.0,1.0178,1,0.6929
2022-03-09,sz.300661,319.72,328.71,312.08,316.6,319.7,2736149,873693104.0,1.2409,1,-0.9697
2022-03-10,sz.300661,330.0,336.0,317.14,329.17,316.6,2595663,845742208.0,1.1772,1,3.9703
2022-03-11,sz.300661,324.0,336.0,320.0,334.66,329.17,1960310,645472688.0,0.889,1,1.6678
2022-03-14,sz.300661,327.82,342.0,326.33,328.0,334.66,1430247,476888656.0,0.6486,1,-1.9901
2022-03-15,sz.300661,328.4,346.8,325.06,327.64,328.0,2607299,868524576.0,1.1825,1,-0.1098
2022-03-16,sz.300661,333.0,339.03,317.0,333.5,327.64,1970985,646496448.0,0.8939,1,1.7885
2022-03-17,sz.300661,335.0,348.0,326.65,327.48,333.5,2218608,746245504.0,1.0062,1,-1.8051
2022-03-18,sz.300661,325.32,327.48,317.57,323.33,327.48,1423194,457201367.32,0.6454,1,-1.2673
2022-03-21,sz.300661,323.07,343.0,322.23,339.02,323.33,1875283,628083071.78,0.8505,1,4.8526
2022-03-22,sz.300661,336.31,343.82,333.88,337.46,339.02,1039730,352172016.13,0.4715,1,-0.4601
2022-03-23,sz.300661,340.0,342.3,331.65,339.0,337.46,1010969,341385964.62,0.4585,1,0.4564
2022-03-24,sz.300661,338.55,338.87,328.3,334.0,339.0,968321,321830121.05,0.4392,1,-1.4749
2022-03-25,sz.300661,332.1,344.49,332.1,336.0,334.0,1061164,359905299.3,0.4813,1,0.5988
2022-03-28,sz.300661,336.01,337.76,326.5,333.47,336.0,1066658,353657173.29,0.4837,1,-0.753
