date,code,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg
2022-01-04,sh.601668,4.99,5.05,4.96,5.03,5.0,158400472,794782483.82,0.3897,1,0.6
2022-01-05,sh.601668,5.03,5.08,5.01,5.02,5.03,151503154,763346095.55,0.3728,1,-0.1988
2022-01-06,sh.601668,5.02,5.15,5.01,5.13,5.02,294554272,1506280025.8,0.7247,1,2.1912
2022-01-07,sh.601668,5.12,5.28,5.11,5.24,5.13,416666512,2180816923.44,1.0251,1,2.1442
2022-01-10,sh.601668,5.32,5.4,5.25,5.37,5.24,411344864,2193006832.23,1.0121,1,2.4809
2022-01-11,sh.601668,5.37,5.44,5.32,5.38,5.37,415603776,2243708728.21,1.0225,1,0.1862
2022-01-12,sh.601668,5.34,5.35,5.17,5.26,5.38,355942144,1865145168.48,0.8757,1,-2.2305
2022-01-13,sh.601668,5.25,5.37,5.18,5.2,5.26,286420096,1510875027.73,0.7047,1,-1.1407
2022-01-14,sh.601668,5.2,5.22,5.0,5.02,5.2,360635616,1827077378.96,0.8873,1,-3.4615
2022-01-17,sh.601668,5.01,5.04,4.96,4.99,5.02,179624141,897209913.75,0.4419,1,-0.5976
2022-01-18,sh.601668,4.98,5.32,4.98,5.28,4.99,451673440,2342051053.73,1.1113,1,5.8116
2022-01-19,sh.601668,5.27,5.44,5.26,5.37,5.28,453317488,2433153670.63,1.1101,1,1.7045
2022-01-20,sh.601668,5.35,5.45,5.34,5.4,5.37,455575760,2466080113.2,1.1156,1,0.5587
2022-01-21,sh.601668,5.4,5.42,5.3,5.33,5.4,218471316,1169809458.66,0.535,1,-1.2963
2022-01-24,sh.601668,5.35,5.52,5.32,5.41,5.33,382041456,2072803653.46,0.9356,1,1.5009
2022-01-25,sh.601668,5.38,5.4,5.3,5.3,5.41,231554311,1236976068.51,0.567,1,-2.0333
2022-01-26,sh.601668,5.3,5.38,5.26,5.38,5.3,158263636,844585540.75,0.3876,1,1.5094
2022-01-27,sh.601668,5.38,5.44,5.3,5.37,5.38,229377484,1233114715.98,0.5617,1,-0.1859
2022-01-28,sh.601668,5.36,5.38,5.2,5.2,5.37,282420848,1488479263.7,0.6916,1,-3.1657
2022-02-07,sh.601668,5.27,5.49,5.27,5.48,5.2,366055616,1983991320.56,0.8964,1,5.3846
2022-02-08,sh.601668,5.5,5.51,5.4,5.49,5.48,310269024,1694050253.46,0.7598,1,0.1825
2022-02-09,sh.601668,5.52,5.53,5.38,5.41,5.49,313087584,1705195029.05,0.7667,1,-1.4572
2022-02-10,sh.601668,5.39,5.51,5.35,5.46,5.41,288548240,1571101769.79,0.7066,1,0.9242
2022-02-11,sh.601668,5.45,5.77,5.44,5.6,5.46,535819024,3036436899.22,1.3121,1,2.5641
2022-02-14,sh.601668,5.6,5.63,5.32,5.35,5.6,461125008,2506904344.3,1.1292,1,-4.4643
2022-02-15,sh.601668,5.35,5.38,5.26,5.31,5.35,261214423,1386046743.29,0.6397,1,-0.7477
2022-02-16,sh.601668,5.33,5.46,5.33,5.41,5.31,266275956,1439686218.71,0.6521,1,1.8832
2022-02-17,sh.601668,5.41,5.43,5.32,5.36,5.41,178205343,955077818.86,0.4364,1,-0.9242
2022-02-18,sh.601668,5.32,5.51,5.3,5.5,5.36,273273632,1478760978.67,0.6692,1,2.6119
2022-02-21,sh.601668,5.45,5.5,5.36,5.46,5.5,261186339,1411259565.02,0.6396,1,-0.7273
2022-02-22,sh.601668,5.39,5.43,5.34,5.39,5.46,243790139,1312407779.83,0.597,1,-1.2821
2022-02-23,sh.601668,5.41,5.42,5.3,5.3,5.39,257707659,1374218639.83,0.6311,1,-1.6698
2022-02-24,sh.601668,5.29,5.3,5.1,5.15,5.3,326056912,1694612415.33,0.7985,1,-2.8302
2022-02-25,sh.601668,5.21,5.23,5.04,5.07,5.15,298404576,1524880479.89,0.7308,1,-1.5534
2022-02-28,sh.601668,5.06,5.09,5.03,5.09,5.07,142322931,720927680.0,0.3485,1,0.3945
2022-03-01,sh.601668,5.08,5.2,5.08,5.16,5.09,189075979,969191136.0,0.463,1,1.3752
2022-03-02,sh.601668,5.14,5.25,5.13,5.2,5.16,202818918,1056331248.0,0.4967,1,0.7752
2022-03-03,sh.601668,5.25,5.5,5.22,5.49,5.2,600630784,3264776688.0,1.4709,1,5.5769
2022-03-04,sh.601668,5.46,5.49,5.38,5.45,5.49,262228445,1425015184.0,0.6422,1,-0.7286
2022-03-07,sh.601668,5.44,5.57,5.41,5.47,5.45,370485648,2036918448.0,0.9073,1,0.367
2022-03-08,sh.601668,5.44,5.52,5.33,5.37,5.47,333021152,1808744896.0,0.8155,1,-1.8282
2022-03-09,sh.601668,5.4,5.49,5.13,5.35,5.37,342156720,1832921712.0,0.8379,1,-0.3724
2022-03-10,sh.601668,5.43,5.45,5.27,5.28,5.35,253441687,1354363888.0,0.6206,1,-1.3084
2022-03-11,sh.601668,5.2,5.21,5.04,5.19,5.28,327889488,1674822976.0,0.803,1,-1.7045
2022-03-14,sh.601668,5.13,5.32,5.1,5.15,5.19,220056545,1151055568.0,0.5389,1,-0.7707
2022-03-15,sh.601668,5.11,5.14,4.75,4.75,5.15,504265104,2474659360.0,1.2349,1,-7.767
2022-03-16,sh.601668,4.81,4.87,4.67,4.87,4.75,374512256,1787068032.0,0.9171,1,2.5263
2022-03-17,sh.601668,4.93,5.0,4.89,4.93,4.87,279440624,1383547696.0,0.6843,1,1.232
2022-03-18,sh.601668,4.9,5.07,4.89,4.98,4.93,392579120,1958872315.81,0.9614,1,1.0142
2022-03-21,sh.601668,5.03,5.03,4.9,4.93,4.98,229664348,1136998721.9,0.5624,1,-1.004
2022-03-22,sh.601668,4.94,5.09,4.9,5.06,4.93,284024704,1425185837.68,0.6955,1,2.6369
2022-03-23,sh.601668,5.1,5.34,5.06,5.26,5.06,476802976,2476082975.06,1.1676,1,3.9526
2022-03-24,sh.601668,5.21,5.38,5.2,5.27,5.26,265663485,1406959261.67,0.6506,1,0.1901
