date,code,open,high,low,close,volume,amount,turnover,pct_change
2022-01-04,sh.601991,3.13215072,3.17989692,2.92206744,2.95071516,234861236,741057752.96,1.8946,-4.6296
2022-01-05,sh.601991,2.90296896,2.9125182,2.75973036,2.79792732,179792140,530196483.5,1.4504,-5.178
2022-01-06,sh.601991,2.79792732,2.87432124,2.77882884,2.80747656,126820364,374657540.83,1.0231,0.3413
2022-01-07,sh.601991,2.80747656,2.8170258,2.74063188,2.75018112,88477094,257203865.94,0.7138,-2.0408
2022-01-10,sh.601991,2.70243492,2.74063188,2.69288568,2.7215334,77249063,219576664.81,0.6232,-1.0417
2022-01-11,sh.601991,2.7215334,2.78837808,2.71198416,2.73108264,108820152,312951582.22,0.8779,0.3509
2022-01-12,sh.601991,2.73108264,2.77882884,2.71198416,2.74063188,77682969,222385547.77,0.6267,0.3497
2022-01-13,sh.601991,2.7215334,2.74063188,2.68333644,2.70243492,90142880,255684423.71,0.7272,-1.3937
2022-01-14,sh.601991,2.70243492,2.73108264,2.64513948,2.64513948,83414740,234560195.95,0.6729,-2.1201
2022-01-17,sh.601991,2.63559024,2.6737872,2.60694252,2.64513948,60467141,167809691.19,0.4878,0.0
2022-01-18,sh.601991,2.63559024,2.78837808,2.63559024,2.73108264,138185958,393057109.5,1.1148,3.2491
2022-01-19,sh.601991,2.7215334,2.74063188,2.6737872,2.73108264,79366345,224904465.09,0.6403,0.0
2022-01-20,sh.601991,2.7215334,2.75973036,2.66423796,2.69288568,82634595,234287915.48,0.6666,-1.3986
2022-01-21,sh.601991,2.69288568,2.75973036,2.6737872,2.6737872,94899754,268868717.1,0.7656,-0.7092
2022-01-24,sh.601991,2.64513948,2.68333644,2.59739328,2.64513948,68950127,190881416.1,0.5562,-1.0714
2022-01-25,sh.601991,2.626041,2.64513948,2.49235164,2.50190088,81128254,217484554.23,0.6545,-5.4152
2022-01-26,sh.601991,2.54009784,2.66423796,2.5305486,2.58784404,91876400,250066991.0,0.7412,3.4351
2022-01-27,sh.601991,2.5782948,2.60694252,2.54009784,2.54009784,56014912,150507140.56,0.4519,-1.845
2022-01-28,sh.601991,2.56874556,2.58784404,2.4828024,2.52099936,57800602,153259903.71,0.4663,-0.7519
2022-02-07,sh.601991,2.51145012,2.5782948,2.51145012,2.55919632,80931119,216244975.05,0.6529,1.5152
2022-02-08,sh.601991,2.54009784,2.64513948,2.54009784,2.63559024,82341905,223321517.31,0.6643,2.9851
2022-02-09,sh.601991,2.63559024,2.73108264,2.60694252,2.71198416,93168729,261878067.14,0.7516,2.8986
2022-02-10,sh.601991,2.69288568,2.74063188,2.6737872,2.7215334,63471101,180313491.9,0.512,0.3521
2022-02-11,sh.601991,2.71198416,2.75018112,2.6737872,2.68333644,65015967,184414567.43,0.5245,-1.4035
2022-02-14,sh.601991,2.6737872,2.68333644,2.58784404,2.60694252,61878950,170297213.93,0.4992,-2.847
2022-02-15,sh.601991,2.60694252,2.61649176,2.55919632,2.58784404,48602234,131518476.93,0.3921,-0.7326
2022-02-16,sh.601991,2.58784404,2.64513948,2.5782948,2.59739328,52425644,143003472.24,0.4229,0.369
2022-02-17,sh.601991,2.58784404,2.59739328,2.55919632,2.56874556,46479851,125484069.51,0.375,-1.1029
2022-02-18,sh.601991,2.54964708,2.61649176,2.54009784,2.59739328,41887801,113670731.67,0.3379,1.1152
2022-02-21,sh.601991,2.59739328,2.61649176,2.56874556,2.60694252,44192709,119908973.39,0.3565,0.3676
2022-02-22,sh.601991,2.58784404,2.59739328,2.50190088,2.5305486,86275981,229609112.64,0.696,-2.9304
2022-02-23,sh.601991,2.54009784,2.55919632,2.51145012,2.54009784,48047800,127534738.0,0.3876,0.3774
